,Smiles
1568,CC(=O)C(=O)Oc1ccc2cc(C(C(C)=O)c3coc(C)cc3=O)ccc2c1
1569,COC(=O)c1cc(O)c2cccc(C(=O)OC(C)(C)C)c2c2c(C)cc(C)c1-2
1570,Cc1cc(C)c2c3c(c(O)c(C)c2c1)C(=O)C1=CC(C)(C)CC(=O)C1C3=O
1571,CC(=O)C(=O)CCC(=Nc1cccc(O)c1C)C1CCC(=O)C1(C)C
1572,CC1(C)C(=O)C(=O)CC2CC(=O)c3c(c(O)cc4ccccc34)C2(C)C1=O
1573,CC(=O)OC1=C(C)C2=C(O)c3ccc(c1c3C(=O)CC(=O)C(C)(C)C)C(=O)C2
1574,Cc1cc(S(=O)(=O)N(C)C)c2c(C(=O)OC(C)(C)C)c(O)c3ccccc3c2c1
1575,COC(=O)C(C)(C)OC(=O)c1cccc2c(O)c(C=O)c(C)c(C)c12
1576,COC(=O)c1cc2c(C(=O)C(C)(C)C)c(O)c3ccccc3c2oc1=O
1577,COC(=O)C12CC(=O)CC(=O)C3(C(=O)c4cccc(O)c4)CCCC1(C)C3C2(C)C
1578,COC(=O)c1c(C(C)=O)nc(C)c2c(C#CC(C)(C)C)c(O)c3ccccc3c12
1579,COC(=O)c1c(C)c(O)c2c(cc(C(=O)OC)c3ccc(C#N)cc32)c1C
1580,Cc1ccc(O)c2c(C(=O)C34OC(C)(C)C(=O)CCC3(C)C(C)(C)C4=O)cccc12
1581,CCC(C)(C(=O)[O-])C(C)=C1C(C(=O)OC)=CC(C)(C)c2c1ccnc2O
1582,CCC(C)(O)C(=O)OC(=O)C1=C(C)C(=O)C2(C)CCC2C(C)(C)C1C
1583,C=C(C)C1CC(=O)c2c(c(C(=O)OC)c(O)c3ccccc23)C1C(C)=O
1584,COC(=O)C1=C(c2cccc(C)c2O)C(=O)C(C)=CCC2(C)C3CC(=O)C(C)(C)C2C13C
1585,CC(=O)c1cc2ccccc2c2c(O)cc(S(=O)(=O)OC(C)(C)C)cc12
1586,CC(C)=C1C(=O)N(C(=O)N(C)C)S(=O)(=O)C1c1c(O)ccc2ccc(C(C)C)cc12
1587,C=[SH](C)(C)CC(=O)OC1C2CCC3(C)C4CCC21CC(=O)C(=O)C1C4(C)CCC(C)C13C
1588,C#Cc1cc(C(=O)OC)[n+]2c(c1O)C(c1cc3c(cc1C(C)=O)CSC3=O)=C2
1589,COC(=O)c1c(O)c(C(C)=O)c2c(c3c(C)cc(C)c1-3)C(C)(C)CCC2=O
1590,C=C(C)c1cc2c(C(C)=O)cc(C(C)(C)C)cc2c(=O)c(C(=O)OC)c1O
1591,COC(=O)c1cc2c(C)ccc(C(=O)C3=CC(C)(C)CC3)c2cc(O)c1=O
1592,C=C1C(=O)C(c2cc(O)c(CC)c(C(C)(C)C)c2)=CC(=O)C1C(=O)OC
1593,COC(=O)c1cc(-c2ccc3ccc(O)c4ccccc4c-3c2=O)ccc1C#N
1594,COC(=O)c1c2c(=O)ccc(C)c-2c(O)c(C(=O)[SH](C)(C)=O)c2ccccc12
1595,N#Cc1cccc(C2=C(C(=O)c3cc(Br)ccc3O)C(=O)CCC2=O)c1
1596,COC(=O)c1cc(-c2cc(C#N)c3c(O)ccc(C)cc2-3)ccc1F
1597,CCC1(C)C(=O)C(C)(C(=O)OC)C(=O)C=C1c1ccc2ccccc(O)c1-2
1598,COC(=O)c1c2c(c3ccccc3c1O)CCC(=O)C(C)(C)C1(C)CCC(=O)C21C
1599,COC(=O)c1ccc2c(O)ccc(C)c2c1C(C)CC(=O)C(=O)C(C)(C)C
1600,C#Cc1ccc2c(C#CC(C)(C)C)c(O)c(C)cc2c1C(=O)OC(C)=O
1601,COC(=O)c1cc(C(C)(C)C)c2c(C)ccc(C(=O)C(=O)C(C)(C)C)c2c1O
1602,CCCN(C(=O)c1c(O)c2cccc(C(=O)OC)c2oc1=O)c1ccccc1
1603,C=CC1(C)CCC2c3c4oc(=O)cc(C(C)=O)cc-4c(O)c3C(C)(C)C2C1=O
1604,COC(=O)c1c2c(c3cc4ccccc4c(O)c(C)c1-3)C(=O)CCC2=O
1605,CC(=O)OC(=O)c1c(O)c2ccccc2c2ccc3cc(C(C)=O)ccc3c12
1606,N#Cc1ccc2c(O)c(Br)cc(C(=O)OC(=O)c3ccccc3)c2c1
1607,COC(=O)c1cc2c(ccc3c(O)c(C)c(C(C)=O)c(C)c32)oc1=O
1608,CC(=O)c1nc2ccccc2c(O)c1C(=O)C1(C)CC(=O)C(C)=CC1=O
1609,CC(=O)c1ccccc1N(C)S(=O)(=O)c1c(O)c(C)cc(=O)c2ccccc12
1610,COC(=O)c1cccc2c(O)c(-c3cccc(Br)c3)oc(=O)c12
1611,CC(=O)OC(=O)c1c(O)c(C)c2ccccc2c1C(=O)OCc1ccccc1
1612,COC(=O)c1ccccc1C#CC1(C)C(=O)C=C(c2cc(C)cc(C)c2O)C(C)(C)C1=O
1613,COC(=O)C1=C(C)C(=O)c2c(c(O)c3ccccc3c2C)C1=O
1614,N#Cc1cc(O)c(=O)c2ccc3c(OC(=O)c4ccccc4)cccc3c2c1
1615,COC(=O)C12CCC(=O)C(C)(C)C1(C)C1(C)C(=O)C(C)(C)C3CCC1(O)CCC32
1616,Cc1c(O)c(=O)c2cccc(S(=O)(=O)c3ccccc3)c2c2ccccc12
1617,COC(=O)c1cc2c(C)c3ccccc3c(O)c2oc1=O
1618,CC(=O)C(C)C(=O)c1c(O)c2cc(C)ccc2c2oc(=O)cc(C)c12
1619,COC(=O)c1c(-c2cccc3cccc(O)c23)cc(C(C)=O)c2c1C=CC(=O)C2=O
1620,Cc1cc(=O)oc2c3ccc(C(=O)OC(C)(C)C)c(=O)c-3cc(O)cc12
1621,Cc1c(O)c(C(=O)C2=CC(C)(C)CCC2=O)c(C)c2ccccc12
1622,C=Cc1cc(O)c(C(=O)OC(C)=O)c2c(C(C)=O)cc(Br)cc12
1623,COC(=O)c1ccc(Cl)cc1-c1c(O)oc(-c2ccccc2)cc1=O
1624,COC(=O)C1=C(C)C(=O)CC(=O)C(Cc2cc(Br)cc(Cl)c2O)C1=O
1625,CC(=O)OC(=O)C1(C)C(C)=CCC2(C)OC(=O)C3(C)CCC(=O)C3=CCC21
1626,COC(=O)c1c2c(c3cccc(C(C)=O)c3c1O)C(=O)CCC2(C)C
1627,C=Cc1ccc(O)c2cccc(C(=O)OC3CC(C)(C)CC(=O)C3C(C)=O)c12
1628,COC(=O)c1c(-c2ccc3cc(Br)cc(O)c3c2)c(C)o[n+]1[O-]
1629,COC(=O)C1=C(C)C=C(C)C(C(=O)OC)C1c1cccc2ccc(O)c(C)c12
1630,COC(=O)C1=C(C(=O)Br)C(C)(C)CC2(O)C1=C(C(C)=O)c1ccccc12
1631,CC12CC(=O)C(C)(CC(=O)C1=O)C1(C)C(=O)CC(c3ccc(Br)cc3O)=CCC21C
1632,CC1C(=O)C(=O)C(C)(C)C2C(C)(C)CCCC12OC(=O)c1ccccc1O
1633,CC1(C)CCC(=O)C(C(C)(C)COC(=O)c2ccc3ccccc3c2O)C1=O
1634,COC(=O)c1c2c(cc3c(O)c(C#N)ccc13)C(=O)C(C(C)(C)C)=C2
1635,C=C1C(=O)c2cc(O)c3ccccc3c2C(=O)C(C(C)=O)=C1C(=O)OC
1636,COC(=O)C1=CC(C)(C(=O)CC2CCCC2(C)C)c2c(ccc(C)c2O)OC1=O
1637,C=C(OC(C)=O)c1ccc2cnc(C3CC4(C)CCC3(C)CC4C(C)=O)c-2cc1O
1638,CC(=O)c1ccc2c(O)c(=O)c3cc4occc4c(C(C)=O)c3[n+](C)c2c1
1639,COC(=O)C1(C)CC(CC(C)=O)(C(=O)CC=C(C)C)c2c(O)cccc2C1=O
1640,Cc1cc(=O)c2ccccc2c(O)c1C(=O)OC(=O)c1ccccc1
1641,COC(=O)C1(C)C(=O)C(=O)C2=C(O)c3c(c(c4ccccc4c3C)C=C2)C1=O
1642,COC(=O)c1c2c(c3ccc(C)cc3c1O)C(=O)c1c(C)cc(=O)oc1-2
1643,CCC(=O)C1=CC(C)(C)CC(=O)C1(C(=O)OC)C(=O)Oc1ccccc1C
1644,Cc1ccc2c(=O)cc(C(=O)OC(C)(C)C)c(O)c(C)c2c1
1645,COc1ccc(C(=O)OC(C)=O)c2c(Br)c(C#N)c(O)cc12
1646,CCc1c(C(C)OC(=O)C(C)(C)C)cc2c(C)ccc(O)c2c1C(C)=O
1647,Cc1coc(-c2ccc3ccccc(O)c2-3)c1C(=O)OC(C)C
1648,COC(=O)C1(C)CCC(C)(C)c2c(OC(C)=O)c(=O)c(O)c3ccccc3c21
1649,C=C1C(O)=C(C(=O)OC(C)C)C2C(=O)CCC2(C)C(C(C)C)=C1C(C)=O
1650,COC(=O)C1(C(=O)OC)CCc2c(c(O)c(C)c3ccccc23)C1=O
1651,COC(=O)c1c2c3cc(c(O)c4cc(C)cc(C)cc-4c1c(=O)o3)CC2
1652,COC(=O)C1(C)C(=O)CC2(C)C(C)(CC(=O)C3C(C)(C)C(=O)CCC32C)C1=O
1653,COC(=O)c1c(C)c2c3c(C)cc(=O)oc3ccc(O)c-2c1C(C)=O
1654,C#CCc1cc2c(OC(=O)C(C)(C)C)cc(C)c(C)c(O)c-2c1C(=O)[O-]
1655,Cc1cc(C)c(O)c(CC2C(=O)C(C)(C)CC(=O)C2C(=O)OC(C)(C)C)c1
1656,CCc1c(C(=O)OCC(=O)N2CCc3ccccc32)ccc2ccnc(O)c12
1657,COC(=O)C1=C(c2cc(Cl)c(C)c(O)c2C)C(=O)C(=O)C(C)(C)C1=O
1658,CC1(C)C(=O)C2c3c(cc(O)c4ccccc34)C(=O)C(=O)CC2(C)C(C)(C)C1=O
1659,CCC(=O)C1(C(=O)OC)C(=O)c2cc(C)ccc2-c2cc(O)c3ccccc3c21
1660,CCOc1c(C(C)=O)cc2cc(C(=O)C(C)(C)C(C)=O)c(C)c(C)c(O)c1-2
1661,CC1(C)CCCC=C1c1cc(C(F)(F)F)cc(O)c1C#N
1662,COC(=O)C1(C)C=Cc2c1c(C(C)OC(=O)C(C)(C)C)c(O)c1ccccc21
1663,CC1(C)C(=O)C(C#Cc2ccc(O)c3ccc(C#N)cc23)C(=O)C(C)(C)C1=O
1664,CC(OC(=O)c1ccccc1)C1=CC(=O)C(=O)c2c1cc(O)c1ccccc21
1665,CCC1(C(=O)c2c(C(=O)OC)cc3cccc(C)c(O)c2-3)CCC(=O)N(C)C1=O
1666,CC(=O)c1cc(C)cc2c(C#CC(=O)OC(C)(C)C)c(O)c3ccccc3c12
1667,Cc1ccc2c(=O)cc(C)c(C(=[N+]=[N-])OC(C)(C)C)c(O)c2c1
1668,C=C(CCC)COC(=O)c1c(C)oc(=O)c2cc(C(C)=O)cc(O)c12
1669,COC(=O)C1=C(C)CC(=O)C(=O)C1c1cc(C(F)(F)F)cc2c(O)cccc12
1670,CC(C)(C)COC(=O)c1ccc2oc3ccccc3c(O)c-2c1=O
1671,CCC1(CC)C(=O)c2c(C(=O)OC)c(O)c3ccccc3c2C1=O
1672,CC(=O)OC(=O)C(=O)OC(C)(C)C=C(C)C(C)=CC(C)=C(C)C=C(C)C
1673,COC(=O)C1=CC(C)(C(C)=O)C(c2c(C)ccc3ccc(O)cc23)=CC1=O
1674,C=C(C)OC(=O)c1cc2c(C(=O)OC)cc3c(C)cccc3c2c(O)c1C
1675,CC(C)(C)C(=O)c1ccc(OC(=O)CC2OC(=O)CCC(=O)C2(C)C)cc1
1676,COC(=O)c1cccc2c(O)c3c(C(=O)OC(C)(C)C)cccc3c(C)c12
1677,CC1(C)CCC2(c3c(O)c4cc(Br)ccc4n[n+]3[O-])CC(=O)C2C1=O
1678,COC(=O)c1c(C)cc(C)cc1-c1c(O)c2ccccc2oc1=O
1679,CC(=O)Oc1c2ccc3c(c(C)c(C(=O)OC(C)(C)C)c(=O)c13)c2O
1680,CC(=O)c1cc2c(S(=O)(=O)OC(=O)C(C)(C)C)cccc2c(O)c1C
1681,COC1=CC(C)=C(OC(=O)Cc2ccccc2)C2=CC=C(C)C=C(O2)C1=O
1682,COC(=O)C1(C)C(=O)c2c(O)cccc2C=CC1(C)CCC(C)(C)C=O
1683,CC1(C)CCC(C(=O)C2C3(O)C=CC(=O)C3=CCC3C(C)(C)C(=O)CCC32C)O1
1684,C=C1CC(=O)C(C)=C(C(=O)OC)C2(C)CC1C(=C)C(=O)CC1=C2c2ccc(O)cc21
1685,Cc1cc(=O)oc2c1c(C(=O)OC(C)C)c(O)c1ccccc12
1686,COC(=O)c1c(C)ccc2oc(-c3cc(C)cc(=O)c4c3CCC4=O)c(O)c12
1687,COC(=O)c1cc(C(C)=O)ccc1-c1oc(=O)c2ccc(C)cc2c1O
1688,Cc1ccc2c(C)c(C(=O)OC(=O)C3(C)C=CCCC3)c(O)cc2c1
1689,CC1(C)CC(=O)C(OC(c2ccccc2)c2ccc(O)cc2C#N)=CC1=O
1690,C=C(C)C(=O)C#Cc1ccc2c(C)cc(C)c(O)c2c1C(=O)OC(C)=O
1691,COC(=O)C1=C(C(=O)c2cc(Br)ccc2O)C(C)(C)C2C(=O)CCC(=O)C12C
1692,COC(=O)c1cc2c(oc1=O)c(CC(C)=O)c(O)c1cc(C)ccc12
1693,CC1(C)CC(=O)c2c(c3c4n(c2=O)C=C(C(O)=C3Br)C(C)(C)CC4=O)C1=O
1694,C=C(C)CCC(OC(=O)c1c(O)c2ccccc2n(C)c1=O)C1=CC(C)(C)CC1=O
1695,COC(=O)c1cc2oc3c(O)c(C#N)cc(C)c3c(=O)c2cc1C
1696,CC(=O)OC(=O)c1ccc2c(c(O)cc3c(C)c(C)c(C)cc32)c1C(C)=O
1697,CC1=C(C)C2C(=O)C(C)CCC3(O)CC(C)(C)C(=O)CC3(C)C2(C)C(=O)CC1=O
1698,COC(=O)c1cc2cc(O)c3cc(C)cc(C)c3cc-2c1C#N
1699,C#Cc1cc2c(c(C(=O)OC3C(=O)CCCC3(C)C)c1O)C(=N)[N+](C)(C)CCC2(C)C
1700,CC(C)(C)OC(=O)C1=C(O)CC(C)(C)C(=O)[N+](C)(C)CC2C(C)(C)C(=O)CCC12C
1701,C#CC(C)(C)c1c(O)c(C(=O)OC)c2cc(C)ccc2c1C(=O)OC
1702,COC(=O)c1c2cc(Br)cc-2c2cccc(O)c2c(OC)c1C(C)=O
1703,COC(=O)C(C)(C)OC(=O)c1c2c(c3ccccc3c1O)C(=O)C(C)=C2
1704,CCCC(=O)CC(=O)c1c(C(=O)OC(C)(C)C)cc2ccccc(O)c1-2
1705,CCc1cc(C=C(C)C)c2c(O)c(=O)c(C(=O)OC)ccc2c1C(=O)OC
1706,CC(=O)c1cccc(OC(=O)c2cc(Br)c(C#CC(C)(C)C)c(O)n2)c1
1707,C=C1C=S(=O)(c2cccc(C(=O)OC)c2C)C(=O)C1Cc1cc(C)cc(C)c1O
1708,CC1(C)C=C([SH]=C(OC(=O)c2ccccc2)C(=O)OC(C)(C)C)C(=O)CC1
1709,Cc1c(O)c2c(c3ccccc13)C(=O)C(C)(C)C(=O)C(C(=O)c1ccccc1)C2=O
1710,CCC(=O)c1c(O)c2ccccc2c2cccc(S(=O)(=O)OC(C)(C)C)c12
1711,COC(=O)C1(C)C(=O)CC2(C)C(CC3(C)C2CCC2(C)C(=O)C23O)C(C)(C)C1=O
1712,CCc1ccc2c(c1)c(O)cc1cc(C(=O)OC)c(=O)oc12
1713,Cc1ccc2oc(=O)c(C(=O)OC(C)(C)C(=O)C(C)(C)C)c(O)c2c1C
1714,CC(C#N)OC(=O)c1c(O)c2ccccc2c2ccc(Br)cc12
1715,CC(=O)C1C(=O)CCC(C)(C)C12C(=O)CCc1c(C)cc(Br)c(O)c12
1716,CC(=O)OC1=CC=C([N+](=O)[O-])C(C)(C)C1=CCc1cc(C)cc(C)c1O
1717,COC(=O)C1=C(C)C(=O)c2c(C(C)=O)c1c(O)c1ccccc21
1718,CC1=CC(=O)CCC1C1(C)CCC2C(=O)C(C)=C(C)CC21C(=O)c1ccncc1O
1719,COC(=O)C1=C(C)C(=O)C2C3=C(Cc4cc(C#N)ccc4O)CCC2CCC13C
1720,CC(=O)C(C)(C)C=C1C(=O)c2c(C)c(O)cc(Br)c2C(C)C(C)(C(C)=O)C1=O
1721,COC(=O)c1c(C(C)=O)c(O)c2ccccc2c1C(=O)OC(C)(C)C
1722,COC(=O)c1c(O)c2ccccc2c2cc3ccccc3c(C)c12
1723,COC(=O)c1cccc2c(O)c(C(=O)OC(C)(C)C)c3cc(C)ccc3c(=O)c12
1724,COC(=O)C1=C(C)CCC(=O)C1=Cc1cc(-c2ccoc2)n[n+](C(C)(C)C)c1O
1725,C#Cc1ccc(CCCCCCC)c2c(=O)c(C(=O)OC)c(O)oc12
1726,COC(=O)c1c2c(c3ccccc3c1O)C(=O)CC(=O)C2(C)C
1727,CN(c1ccccc1)S(=O)(=O)c1cc(C#N)c(O)c2cc(Br)ccc12
1728,COC(=O)c1c(-c2ccc(Br)cc2)nc2ccccc2c1O
1729,CC(=O)C=C(C)C(=O)C1(C)CCC2C(=O)C(C(=O)c3cc(Br)ccc3O)=C(C)C21C
1730,COC(=O)C1(C)C(=O)C(=O)CC2(C)C3(O)CC(=O)CC(C)(C)C3CCC12C
1731,CC(=O)OC1=C2C=CC(C)=CC1=C1C(=O)C(C)(C)C(=O)C(O)=c3ccccc3=C21
1732,N#Cc1c(C(F)(F)F)nc2ccc(C(F)(F)F)cc2c1O
1733,COC(=O)c1c(O)ccc2cccc(C(C)(C)C(=O)CCC(C)C)c2c1=O
1734,C=Cc1ccc(O)c(C#Cc2cccc(C(=O)OC3C(=O)CCCC(C)(C)C3=O)c2)c1
1735,COC(=O)C(C(=O)CC=C(C)C)=C1c2c(cc(O)c3ccccc23)C(=O)C1(C)C
1736,C=C(CCC)C(=O)OC(=O)c1c(O)c2ccccc2c2ccc(=O)oc12
1737,COC(=O)c1c(O)c(C(=O)C(C)(C)Cl)c(C(=O)Cl)c2ccccc12
1738,C=C1C2(C)C(=O)C(OC(=O)c3cccc(O)c3Cl)(C2=O)C1(C)C(=O)C(C)C
1739,CC(=O)c1cccc(C2C(c3c(C)cc(C)cc3O)=NC(=O)C2C(C)=O)c1
1740,N#Cc1ccc(C(=O)C(=O)c2c(O)c3ccccc3c3ccccc23)nc1
1741,Cc1c(C#N)cccc1C(=O)OCC(C)(C)c1c(O)ccc2ccccc12
1742,CCC1(C(=O)c2c(O)oc3cccc(C(C)(C)C)c3c2=O)CCCC1=O
1743,CC(=O)C1(OC(=O)c2ccccc2O)C(=O)CCC2(C)C=C1CC(Cl)=C2C
1744,CC(=O)Oc1cc(Br)c2c(c1)c(O)cc1c(C)cc(=O)oc12
1745,C=C(C)c1c(C2=CC(C)(C)CC(=O)C2C(=O)OC(C)=O)ccc(C)c1O
1746,CCc1c(C(OC(=O)c2cccc3ccccc23)C(C)=O)ccc(O)c1C(C)=O
1747,COC(=O)C(C)c1cc(C(C)(C)C)c2cc(C(C)=O)cc(C(C)=O)c2c1O
1748,COC(=O)c1c2c(c3ccccc3c1O)S(=O)(=O)c1ccccc1C2=O
1749,COC(=O)c1cc2cc3c(-c4ccccc4)c(O)c(C)ccc-3c2oc1=O
1750,Cc1cccc2c3ccc(C(=O)OC(C)(C)C)c(=O)oc-3c(O)c12
1751,COC(=O)c1cc2ccccc(O)c-2c1C(C)C(=O)OC(=O)C1CCCC1=O
1752,COC(=O)C1(C)C(=O)CC2C3(C)CC4(C)C(=O)CCC4(C)C2(C)CCC3C1=O
1753,COC(=O)c1c(C)cc2oc(=O)cc(O)c2c1C(=O)c1ccc(C)cc1
1754,C#CCCc1c(-c2ccccc2C(=O)OC)nc2ccccc(O)c-2c1=O
1755,COC(=O)c1c(O)c2c(c3cc(C)cc(C(C)=O)c13)C(=O)C(C)(C)C(=C(C)C)C2
1756,CC(=O)C1=C(C(O)C(=O)Oc2cc(C)c3ccccc3c2C)CC(=O)CC1(C)C
1757,COC(=O)c1c2c(c(=O)c(O)c3c(C)cccc13)C=C(C(C)=O)C(C)(C)C2=O
1758,COC(=O)c1c(CCC#N)cc2c3ccccc3c(O)cc(C(C)=O)c1-2
1759,COC(=O)c1c(O)c2cc(C)ccc2c2ccc3c(C#N)ccnc3c12
1760,Cc1cc(=O)oc(C2(C)C(=O)CC3(C)C(C)C4(C)C(=O)CC=C4C(C)(C)C23)c1O
1761,CC(=O)c1cc(Br)c2c(C)ccc(S(=O)(=O)N(C)C(C)(C)C)c2c(O)c1=O
1762,COC(=O)c1c(O)ccc2c1C(=O)C(C)(C)C(=O)C2=O
1763,Cc1ccc2nc3c(C#N)c4ccccc4c(=O)c-3nc(O)c2c1
1764,COc1c2ccccc2nc2c3c(O)c(cc12)C=C(C#N)C=C3C(C)=O
1765,COC(=O)C1=C(C(=O)c2ccccc2O)C(C)(C)C2(C)CCC(=O)C2(C)CC1
1766,CCC(=O)C1(C(=O)OC)C(=O)CC(=O)c2cc3c(O)ccccc-3c21
1767,COC(=O)C1=C(C)C2CC(C)(C)C(=O)C3(C)C(O)=C(C)CC3(C)C2(C)C1=O
1768,CC(=O)Oc1cc2ccccc2c2c3c(O)c(c(C)c12)OC(=O)C=C3C
1769,C=C(C)c1cc2oc(O)c(C3CC(C)(C)C(=O)CC3=O)cc-2c1C(C)=O
1770,COC(=O)c1cccc2c(C)c3c(C(C)=O)ccnc3c(=O)c(O)c12
1771,CC(=O)C1=c2cc(c3cc(=O)oc(=O)c2c3O)Oc2c(C)cccc21
1772,COC(=O)c1c2ccccc2c(O)c(=O)c2ccc(C(C)(C)C(=O)OC)cc12
1773,CC(C)(C)OC(=O)c1cccc2cc3ccccc3c(O)c12
1774,COC(=O)C12C(=O)C(OC(=O)c3cccc(O)c3)CC3=CCC1C2CCC3(C)C
1775,COC(=O)c1c2c(c3ccc(C)cc3c1O)C(=O)CC(=O)C(=O)C2C(C)(C)C
1776,COC(=O)C1(C)CC(C)(C)c2c3c(O)c(c(C(C)=O)c2C1=O)C=CC=C3
1777,COC(C)=C(OC(=O)C(C)=O)c1c(C(C)=O)cc2c(c1O)C=C(C)C(C)(C)C2
1778,COC(=O)c1c2c(c3ccc(C)cc3c(O)c1=O)C=C(CCC(C)=O)C2=O
1779,CC1C2(C)CC(C(=O)c3cncnc3O)C3(C)CCC(=O)C14CCC(C)(C)CC4C32
1780,CC(C)(C)OC(=O)CC1(C)C(=O)C(C)(C)C(=O)c2c1cc1ccccc1c2O
1781,COC(=O)C1=C(C)C2(C)CCC(C)(C)C(=O)C2=CCC12C(=O)C1=CC=[N+]2C(C)=CC=C1O
1782,CC(=O)C(C[S+](C)CC1C(=O)CCCC1(C)C(=O)[O-])c1c(C)ccc2cccc(O)c12
1783,COC(=O)c1cc2cc3ccc(Br)cc3c(O)c(=O)c2oc1=O
1784,CCC(C)(C)C1C(=O)C(=O)c2c(C)c(O)c3ccccc3c2C1=O
1785,COC(=O)c1cc2c(cc1C(C)=O)c(C#N)c(O)c1ccccc12
1786,CCC(=O)C1(C(OC(C)=O)c2c(C)cc(C)cc2O)C(=O)C(C)=C(C=O)C1C
1787,COC(=O)C1(C)CCCC(=O)C1C(=O)c1c(Cl)cc2c(C)cccc(O)c1-2
1788,CCC(C)(C)C1C(=O)C(=O)c2c(cc3ccccc3c2O)C1C(=O)OC
1789,COc1c2c(c(C(C)=O)c3c(O)c(C#N)c(C)cc13)C(C(C)(C)C)CCC2=O
1790,COC(=O)c1cc(C(=O)CC2(C)CC(C)(C)CCC2=O)n2ccccc12
1791,CC(=O)CC(=O)c1c(O)c2ccccc2c2oc(=O)cc(C)c12
1792,COC(=O)C1=CC2=C(C)C(C(=O)OC(C)(C)C)=C(O)C(=C1C(C)=O)C=C2
1793,CC(=O)C1=C(C)CC2(C)CCc3c(cccc(O)c3=O)C(=O)C(C)(C)C(=O)C12
1794,CC(=O)OC(C(=O)OC(=O)C(C)(C)C)C(C)=C1C=CC2(C)C=C(C)CCC12
1795,Cc1cc(=O)cc2c(c1O)CC(=O)C(C(=O)c1ccccc1)C(C)(C)C(=O)C2=O
1796,COC(=O)C1(C)C(=O)C=C(c2c(C)cccc2O)C(C)(CC=C(C)C)C1=O
1797,COC(=O)c1c2c(c3ccccc3c(O)c1=O)C(=O)CC(=O)C2(C)C
1798,C=C1C(C(C)=O)=C(C)C2(C)C(=O)C1(C)CC(=O)c1cccc(O)c1C=C2C
1799,COC(=O)C1=C(c2c(C#N)c(O)c3ccccc3[n+]2C(C)(C)C)C(=O)CCC1(C)C
1800,COC(=O)c1cc2c(O)cc3cc(C(C)=O)ccc3c2oc1=O
1801,CCOC(=O)CC1(C)C(c2c(C)cc3ccc(C)cc(O)c2-3)=NC(=O)C1C(C)=O
1802,COC(=O)C1=Cc2c3cccc2C(O)=C(OC1=O)C(C(C)(C)C)=C3
1803,COC(=O)C(C)(C)C1C(C)=C(C(C)=O)C(=O)C1c1cc(Br)ccc1O
1804,CC(=O)c1ccc2c(O)cc(C)c(-c3ccc([N+](=O)[O-])cc3)c2c1
1805,CC1=C(C(=O)OCc2cc3ccccc3c(O)c2C)C(=O)C(=O)CCC1=O
1806,CC1=CC(=O)C2C(CC3C(c4ccccc4O)=CC(=O)C(C)(C4=CC(C)(C)CC4=O)C32)C1=O
1807,CC(C)=CCc1ccc2c(c1)OC(=O)C(C)(O)C(=O)C1=C2CC(C)(C)CC1=O
1808,CC(=O)C1=CC(C)(C=O)C2(C)C3CC=C(C(C)=O)C3(C)C(C)=C=C(O)CC2(C)C1=O
1809,Cc1cc(C)c2c(Cl)c(O)c3ccccc3c2c1C(=O)OC(C)C(=O)N1CCCCC1=O
1810,CCCC(=O)Oc1c(C)c(O)c2ccccc2c1C1C(=O)CCC(=O)C1=O
1811,COC(=O)C1=C(C)C2(C)CCC3C(C)(C)C(=O)CCC32C(c2ccc(O)c(C)c2)C1=O
1812,COC(=O)c1c(C)cc(=O)c2ccc(Br)cc2c1O
1813,COC(=O)c1cc2cc(OC(C)=O)ccc2c(O)c1C(C)=C1C(=O)C=C(C)C1=O
1814,Cc1cc(C)c2c(O)c(C(=O)OC(=O)C(C)(C)C)c(C)cc(=O)c2c1
1815,CC(=O)C1=CC=C2C3=C(O)C(=O)CC(=O)C3=C1C(Br)=CC(=O)C2(C)C
1816,CCC(=O)C#Cc1c(O)c2ccccc2c2cccc(C(=O)OC(C)(C)C)c12
1817,COC(=O)c1cc(C(C)=O)cc2c1C=C2C(=O)c1cc(Br)cc(C(F)(F)F)c1
1818,CCc1ccc2nc3cc(C#N)cc(C(=O)OC)c3c(O)c2c1
1819,COC(=O)C1=Cc2c3ccc(c2-c2ccccc2C(=O)O3)C(O)=C1
1820,COC(=O)C(C)=C(C)CC1(C)OS(=O)(=O)N=C(c2ccccc2O)C1(C)C
1821,COC(=O)c1c(C#CC(C)=O)cc(C)c2c(C(C)=O)c(O)c3ccccc3c12
1822,COc1c(C(C)=O)c(C(=O)OC(=O)c2ccccc2)cc2cccc(O)c12
1823,C=CC1C2(OC(=O)c3ccc(O)cc3)CCC1(C)C(C(=O)OC)=C(C)C(=O)C2
1824,C=CC(=O)c1c2c(c3ccccc3c1O)C(=O)C(=O)C(C(=O)OC)C2(C)C
1825,COC(=O)C1(C)C(=O)CCC2(C)C(=O)Oc3c(C)c(O)c4cc(C)ccc4c3C21
1826,Cc1c(O)c2c(c3ccccc13)C(=O)CCCC1=C(C2=O)C(=O)C(C)(C)C1=O
1827,CC(=O)OC(=O)c1c(-c2cc(C)cc3cccc(O)c23)oc(C)c1C
1828,C=C1CCC(Br)C1(C)OC1=C2OC(=O)C(C(=O)OC)=C(C)N21
1829,CCC(C)=CC(=O)c1cc2cc(C(=O)OC)c(=O)oc(O)c-2c1C
