,smiles,logp,tpsa,sub_similarity,qed,hba,hbd,gasa_score
430,COC(=O)C1=CC2(C)CC3C4CCCC(=O)C(C)(C)C(CCC3(C)C(C)(C1=O)C2=O)C4,4.4719,77.51,1,0.349746014,5,0,0.169466436
431,CCC(C)OC(=O)C1=CC2(C)CC3C(C(=O)C4(C)CCCCC34C)C(C)(C1=O)C2=O,4.2243,77.51,1,0.392418377,5,0,0.039983094
432,COC(=O)C1=CC2(C)C(=O)C3(C)CCC4CCC(C)(C)C(=O)C4(C)CCC3(C)C(C)(C1)C2=O,5.2521,77.51,0.793436293,0.39763942,5,0,0.09985403
433,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
434,COC(=O)C1=C(C)C2(C)CC3(C)C4(C)CC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.208736852
435,COC(=O)C1=C(C)C2(C)CC3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,0.314671815,0.349746014,5,0,0.255158573
436,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
437,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)(C)C1(C)C3(C)CC(CCC21C)C(=O)C3(C)C,4.7179,77.51,1,0.333612739,5,0,0.084571794
438,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.348234087
439,COC(=O)C1=CC2(C)CC3CCC4(C)C=C(C)C(=O)C4(C)CCC3(C)C(C)(C1=O)C2=O,4.392,77.51,1,0.352963818,5,0,0.5311656
440,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1C(C)(CC3(C)CC(C)(C(C)=O)CCC13C)C2C,4.7179,77.51,1,0.351327478,5,0,0.084761634
441,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4CC(C)(C)CCC4(C)CCC23C)C1=O,5.2929,60.44,1,0.332099866,4,0,0.208827853
442,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3(C)CCC4C(C)(C)C(=O)CC4(C)C32C)C1=O,4.4719,77.51,0.314671815,0.349746014,5,0,0.101450674
443,COC(=O)C1=CC2(C)C(=O)C(C)(C(=O)C1=O)C1(C)CCC3C(C)(C)CCCC3(C)C1=C2C,4.7821,77.51,0.434362934,0.192734616,5,0,0.156933516
444,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3C(C)(C)CCC(=O)C4CCC3(C)C42C)C1=O,4.4719,77.51,0.299227799,0.349746014,5,0,0.246102586
445,COC(=O)C1=CC2(C)CC3(C)C(C)(C)C(C)(C)C(=O)CCC3(C)C(C)(C1=O)C2=O,4.0818,77.51,1,0.375113424,5,0,0.263839692
446,COC(=O)C1=CC2(C)C(=O)C(C)(CC3C4(C)CCCC(=O)C(C)(C)C4CCC32C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.067680836
447,COC(=O)C1=C(C)C2(C)CC3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,0.314671815,0.349746014,5,0,0.255158544
448,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
449,COC(=O)C1=C(C(C)=O)C2(C)C(=O)C(CCC3(C)C2CCC2(C)CCCC23C)C1=O,4.2259,77.51,0.299227799,0.383924465,5,0,0.037784293
450,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)(C)C1(C)CCC3C(C)(C)C(=O)CCC3(C)C21,4.7179,77.51,1,0.333612739,5,0,0.575680256
451,COC(=O)C1=C(C)C2(C)CC3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,0.314671815,0.349746014,5,0,0.255158573
452,COC(=O)C1=CC2(C)C(=O)C3(C)C(=O)C(C)(C1=O)C1(C)C(C)(C)C(=O)CCC1(C)C2CC3(C)C,4.287,94.58,0.816602317,0.322380684,6,0,0.281194329
453,COC(=O)C1=C(c2cccc(F)c2)C2(C)CC3C4(C)CCC(=O)C4CCC3(C)C(C)(C1=O)C2=O,4.7221,77.51,1,0.358028456,5,0,0.197962776
454,CCC(=O)C12CCC3CC1(C)CCC1(C)CC(C)(C(=O)C31C)C(C)=C(C(=O)OC)C2=O,4.616,77.51,0.544401544,0.372447741,5,0,0.3652713
455,COC(=O)C1=C(C)C2(C)CC3(C)C(C(C)(C1=O)C2=O)C1(C)C(C)(C)C(=O)CCCC31C,4.4719,77.51,1,0.349746014,5,0,0.034255173
456,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(=O)C1(C)C2C(C)(C)C2CC(C)(C)CCC21C,4.3278,77.51,1,0.352925302,5,0,0.160301074
457,COC(=O)C1=CC2(C)C(=O)C3C4(C)CCC(C)(C)C(C)C4CCC3(C)C(C)(C1=O)C2=O,4.3278,77.51,1,0.352925302,5,0,0.309137762
458,COC(=O)C1=C(C)C(=O)C23CCC(C)(C)CC(C)(C(=O)C(C)(C)C2)C(C)(C1=O)C3(C)C,4.862,77.51,0.652509653,0.438378242,5,0,0.318217695
459,COC(=O)C1=C(C)C2C(=O)C(C)(CC3C2(C)CCC2C(C)(C)C(=O)CCC23C)C1=O,4.0818,77.51,1,0.366980926,5,0,0.056698136
460,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C)C1C(C)(C)C(=O)CC(C)(C)C12C,4.3278,77.51,1,0.361195682,5,0,0.189966783
461,COC(=O)C1=C(C)C2(C)CC3(CCC4(C)C(C)(C)C(=O)CCC43C)C(C)(C1=O)C2=O,4.2259,77.51,0.961389961,0.364566111,5,0,0.373753697
462,COC(=O)C1=CC2(C)C(=O)C3(C)CC(C)(C)C(C)(C)CCC3(C)C(C)(C1=O)C2=O,4.0818,77.51,1,0.375113424,5,0,0.301347733
463,COC(=O)C1=C(C)C2(C)CCC3(C(=O)C4(C)CCC(C)(C)C3C4(C)C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.121577919
464,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
465,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)C3CCC(C)(CCC1(C(C)=O)C2C)C3,4.4719,77.51,1,0.368317426,5,0,0.141030699
466,COC(=O)C1=C(C)C2(C)C(=O)C3C4(C)CCC(C)(C)CC4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.363022178
467,COC(=O)C1=CC2(C)CC3(C)C(CCC4C(C)(C)C(=O)CC(C)C43C)C(C)(C1=O)C2=O,4.3278,77.51,1,0.352925302,5,0,0.102979958
468,COC(=O)C1=C([SH](C)(=O)N2CCCCC(C)(C)C2)C2(C)C(=O)C(C)(CCC2(C)C)C1=O,3.4715,80.75,1,0.306283238,5,1,0.043891571
469,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C2(C)CCC2(C)C(C)C(=O)CCC23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.117944896
470,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(C)(C)C(=O)CC3(C)C1C2(C)C,4.3278,77.51,1,0.352925302,5,0,0.280630678
471,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(=O)C1(C)CCC3CCC(C)(C)CC3(C)C21C,4.4719,77.51,1,0.349746014,5,0,0.294471651
472,COC(=O)C1=CC2(C)C(=O)C(CC=C(C)C)(CC3(C)C4C(CCC(=O)C4(C)C)C23C)C1=O,4.638,77.51,1,0.276539371,5,0,0.286067128
473,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CC3C(C)(C)C(=O)CCC3(C)C1(C)C2(C)C,4.7179,77.51,1,0.333612739,5,0,0.363889337
474,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)C(C)(CCC(=O)C(C)(C)C1(C)C)C2C,4.3278,77.51,1,0.361195682,5,0,0.132168144
475,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)(C)C1CCC3(C)C(C)(C)C(=O)CC3(C)C12C,4.7179,77.51,1,0.333612739,5,0,0.516639471
476,COC(=O)C1=CC2(C)C(=O)C3(CCC4C5(C)CCCC(=O)CC5CC4(C)C3(C)C1)C2=O,4.2259,77.51,0.108108108,0.463249955,5,0,0.021301916
477,COC(=O)C1=C(C)C2(C)CCC3(CCCC4C(C)(C)C(=O)CCC43C)C(C)(C1=O)C2=O,4.616,77.51,0.314671815,0.346040807,5,0,0.220765308
478,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)(C)C1(C)CCC3C(C)(C)C(=O)CC3(C)C21,4.3278,77.51,1,0.352925302,5,0,0.464738518
479,COC(=O)C1=CC2(C)CC3C(C)(CCC4(C)C(C)(C)C=CC(=O)C34C)C(C)(C1=O)C2=O,4.2479,77.51,1,0.355873483,5,0,0.188220307
480,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CC(C)(C)CCC1(C)C2(C)[SH](C)(C)=O,3.5215,77.51,1,0.308893641,5,1,0.267840534
481,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(C)(C)CCC3(C)C1(C)C2=O,4.0818,77.51,1,0.366980926,5,0,0.543843567
482,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)(C)C1C3CCC(=O)C(C)(C)C3CCC12C,4.3278,77.51,1,0.352925302,5,0,0.485608786
483,COC(=O)C1=CC2(C)CC3(C)C(C)(C)C4(C)CCC(=O)C4(C)CC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.187857747
484,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
485,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3(C)CCC3(C)CCCC2C1,5.0469,60.44,1,0.351120638,4,0,0.045641262
486,COC(=O)C1=CC2(C)CC3(C)CCC4C(C)(C)CCC(=O)C4(C)C3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.199353397
487,COC(=O)C1=CC2(C)CC3CCC4(C)C(C)(C)C(=O)CCC4(C)C3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.603887022
488,COC(=O)C1=CC2(C)CC3C4(C)CCCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.267997593
489,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
490,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(C)(C)C(=O)CC4CCC3(C)C(C)(C1=O)C2=O,4.862,77.51,1,0.329130227,5,0,0.40163672
491,CC(=O)OC(=O)C1=C(C)C2(C)C(=O)C(C)(C1)C1(C)C3C(=O)C(C)(C)CCC1(C)C3C2C,4.6754,77.51,0.299227799,0.447755154,5,0,0.023880906
492,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)(C)C1(C)C3CCC(=O)C(C)(C)C3CCC21C,4.7179,77.51,1,0.333612739,5,0,0.824909449
493,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(C)(C)CCCC3(C)C1(C)C2=O,4.4719,77.51,1,0.349746014,5,0,0.58388555
494,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
495,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
496,COC(=O)C1=CC2(C)CC3(C)C(=O)C(C)(C1C2=O)C1C(C)(C)C(C)(C)C(=O)CCC13C,4.3278,77.51,0.386100386,0.5811542,5,0,0.076398261
497,COC(=O)C1=CC2(C)CC3(C)CCC4C(C)(C)C(=O)CCC4(C)C3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.265134007
498,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
499,COC(=O)C1=CC2(C)CCC3C(C)(C)C4(C)CCC(=O)CC4C(C)(C)C3(C)C(C)(C1=O)C2=O,5.108,77.51,0.961389961,0.311311613,5,0,0.429134935
500,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CC3(C)CCC(=O)C(C)(C)C3CC1C2(C)C,4.7179,77.51,1,0.333612739,5,0,0.153216109
501,COC(=O)C1=C(C)C2(C)CCC3(CCC4C(=O)CC(C)(C)C4C3(C)C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.206770465
502,COC(=O)C1=CC2(C)CC(C)(C3(C)CCC4C(C)(C)C(=O)CC43C)CC(C)(C1=O)C2=O,4.4719,77.51,1,0.368317426,5,0,0.132027134
503,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
504,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC(=O)C2(C)C2(C)CCCC(C)(C)C12,4.4719,77.51,0.961389961,0.349746014,5,0,0.392538726
505,COC(=O)C1=CC2(C)C(=O)C(C)(C=C3C(C)(C)CC4C(C)(C)C(=O)CCC4(C)C32C)C1=O,4.638,77.51,1,0.256932441,5,0,0.049274109
506,COC(=O)C1=C(C)C2(C)CC3(C)C4CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.292436004
507,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC3(C)CCC(=O)CCC3(C)C2C1,4.616,77.51,0.314671815,0.346040807,5,0,0.040754948
508,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC4(C)CCC(=O)CC23C)C1=O,4.2259,77.51,1,0.364566111,5,0,0.120161004
509,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C)C1(C)C3C(CCC21)CC(=O)C3(C)C,4.3278,77.51,1,0.352925302,5,0,0.261042058
510,COC(=O)C1=CC2(C)CC3C4(C)CCC(C)(C)C(CCC3(C)C(C)(C1=O)C2=O)C4=O,4.0818,77.51,1,0.366980926,5,0,0.136068255
511,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1C2(C)CCCC1(C)C1(C)CCC(C)(C)C1=O,4.4719,77.51,0.961389961,0.368317426,5,0,0.09898328
512,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(=O)C1(C)C2(C)CCC2(C)CCC(C)(C)C21C,4.4719,77.51,1,0.349746014,5,0,0.327551693
513,COC(=O)C1=CC(C)(C)CC2C(=O)C3(C)CC(=O)C(C)(C)C(C)(CCC2(C)C1=O)C3,4.4719,77.51,0.415057915,0.465418108,5,0,0.036462374
514,COC(=O)C1=C(C)C2(C)CC3(C)C(CCC4C(C)(C)C(=O)CCC43C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.189562976
515,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1C3(C)CCC4C(=O)CCC4(C)C3CCC12C,4.4719,77.51,0.961389961,0.341467856,5,0,0.196791306
516,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CC3C4CC(=O)C(C)(C)C4CCC3(C)C21C,4.3278,77.51,0.961389961,0.344571893,5,0,0.219971925
517,COC(=O)C1=C(C)C2(C)C3(C)CCC(=O)C(C)(C)C3CCC2(C)C2(C)C(=O)C2(C)C1=O,4.4719,77.51,0.198841699,0.349746014,5,0,0.647294104
518,COC(=O)C1=C2C3(C)CCC4C(C)(C)C(=O)CCC4(C)C(C)(C2(C)C)C(C)(C1=O)C3=O,4.4719,77.51,0.961389961,0.349746014,5,0,0.10540507
519,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3CC4CCC(C)(CC(=O)C4(C)C)C32C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.0665038
520,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1C2CCC12C(C)(C)CCCCC(=O)C2(C)C,4.4719,77.51,0.961389961,0.349746014,5,0,0.04108293
521,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.348234087
522,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(CC(=O)C3(C)C)C1(C)C2(C)C,4.3278,77.51,1,0.352925302,5,0,0.275452942
523,COC(=O)C1=CC2(C)CC3C4(C)CCC(=O)C(C)(CC(C)(C)C4)C3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.25058195
524,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3CC(C)(C)C(C)(C)C3(C)C1(C)C2=O,4.7179,77.51,1,0.333612739,5,0,0.541552365
525,COC(=O)C1=CC2(C)CCC3(C)CCC4C(=O)C(C)(C)CCC4(C)C3C(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,0.277171254
526,COC(=O)C1=C2C(C)(C)C3(C)CCC4(C)C2(C)C(=O)C(C)(CCC(=O)C(C)C34C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,0.072121456
527,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1C3CCC(C)(C)CC(=O)C3(C)CCC12C,4.4719,77.51,0.299227799,0.349746014,5,0,0.43542707
528,COC(=O)C1=C(C)C2(C)CC3(C)C(CCC4C(C)(C)C(=O)CCC43C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.189562976
529,COC(=O)C1=CC2(C)CC3(C)C(C)(CC4(C)CCC(=O)C(C)(C)C43C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.116376013
530,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)(C13CCC1C(C)(C)CCC(C)(C)C3)C2=O,4.4719,77.51,0.938223938,0.368317426,5,0,0.11037378
531,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3C4(C)CCC(=O)C(C)(C)C4CCC32C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.157240272
532,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4CCC(=O)C(C)(C)C4(C)CCC23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.164088994
533,COC(=O)C1=CC2(C)C(=O)C(C)(C(=O)CC3(C)C4(C)CCC(C)(C)C4CCC23C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,0.434717327
534,COC(=O)C1=C(C)C2(C)CC3C4(CCC(=O)C(C)(C)C4)CCC3(C)C(C)(C1=O)C2=O,4.2259,77.51,1,0.364566111,5,0,0.256662965
535,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
536,COC(=O)C1=C(C)C2(C)CC3(C)CCC4C(C)(C)C(=O)CCC4(C)C3C(C)(C1=O)C2=O,4.4719,77.51,0.314671815,0.349746014,5,0,0.307849914
537,COC(=O)C1=C(C)C2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.862,77.51,0.314671815,0.329130227,5,0,0.352442592
538,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(C)(C)C(C)(C)C1(C)CCC32C,5.5389,60.44,0.961389961,0.31252701,4,0,0.686709762
539,COC(=O)C1=CC2(C)CC3(C)C(C(C)(C)CC4C(C)(C)C(=O)CCC43C)C(C)(C1=O)C2=O,4.7179,77.51,1,0.333612739,5,0,0.136804342
540,COC(=O)C1=CC2(C)CC3CCC4(C)CCC(=O)C(C)(C)C4(C)CC3C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.187900931
541,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)CCC4C(=O)CCCC4(C)CCC32C)C1=O,4.616,77.51,1,0.346040807,5,0,0.147635147
542,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465306044
543,COC(=O)C1=CC2(C)C(=O)C3(C)C4C(C)(CCC2(C)C(C1=O)C3(C)C)CC(=O)C4(C)C,4.3278,77.51,0.843629344,0.458895229,5,0,0.191283047
544,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)C(CC3C(C)(C)C(=O)CCC31C)C2(C)C,4.3278,77.51,1,0.352925302,5,0,0.268193722
545,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CC2(C)CCC2(C)C1CC(=O)C2(C)C,4.4719,77.51,1,0.349746014,5,0,0.094523929
546,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
547,COC(=O)C1=C(C)C2(C)CC3(C)C4(C)CC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,0.314671815,0.349746014,5,0,0.208736852
548,COC(=O)C1=CC2(C)CC3C(C)(CCCC4(C)C(C)(C)C(=O)CCC34C)C(C)(C1=O)C2=O,4.862,77.51,1,0.329130227,5,0,0.217645824
549,COC(=O)C1=CC2(C)CC3(C)C(C)(C)C4(C)C(C)C(=O)CCC4C3(C)C(C)(C1=O)C2=O,4.3278,77.51,1,0.352925302,5,0,0.213999853
550,COC(=O)C1=CC2(C)CC3C4(C)CCC(=O)C(C)(C)C4CCCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.276710361
551,COC(=O)C1=CC2(C)CC3CC4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.305225998
552,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.348234087
553,CC(C)(C)OC(=O)C1=CC2(C)CC3C4(C)CCC(=O)C(C)(C)C4CC3(C)C(C)(C1=O)C2=O,4.8604,77.51,1,0.329182722,5,0,0.143180802
554,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3(C)C(C)(C)CCC3(C)C1(C)C2=O,4.4719,77.51,1,0.349746014,5,0,0.421792805
555,COC(=O)C1=C(C)C2(C)CC3C4C(CCC3C(C)(C1=O)C2=O)C(C)(C)CC(=O)C4(C)C,4.3278,77.51,1,0.352925302,5,0,0.118589498
556,COC(=O)C1=CC2(C)C(=O)C3CCC4(C)CCC(C)(C)CC4(C)CCC3C(C)(C1=O)C2=O,4.862,77.51,1,0.329130227,5,0,0.053839006
557,COC(=O)C1=C(C)C2(C)CC34C(=O)C(CCC(=O)C3(C)C)CCC4(C)C(C)(C2=O)C1C,4.4719,77.51,0.793436293,0.575918938,5,0,0.077739999
558,COC(=O)C1=CC2(C)CC3C4CCC(=O)C(C)(C)C4(C)C(C)(C)CC3(C)C(C)(C1=O)C2=O,4.7179,77.51,1,0.333612739,5,0,0.051975317
559,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC(C)(C)C3C(=O)CCC3(C)C21C,4.4719,77.51,0.299227799,0.349746014,5,0,0.457570881
560,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C2CCC2(C)CCC(=O)C(C)(C)C23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.09660612
561,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.348234087
562,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
563,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
564,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(C)(C)CCCC3(C)C1(C)C2=O,4.4719,77.51,1,0.349746014,5,0,0.58388555
565,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.348234087
566,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
567,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C)C21CCC(=O)CC(C)(C)C1(C)C,4.4719,77.51,0.299227799,0.357941892,5,0,0.277249843
568,COC(=O)C1=CC2(C)CC3C(C)(C)CCC4(C)C(C)(C)C(=O)CCC4(C2=O)C3(C)C1=O,4.4719,77.51,0.588803089,0.454761323,5,0,0.190326214
569,COC(=O)C1=CC2(C)CC3(C)C4CC(=O)C(C)(C)C4(C)CCC3(C)C(C)(C1=O)C2=O,4.0818,77.51,1,0.366980926,5,0,0.206350297
570,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3(C)C2(C)CC2CC(=O)CC(C)(C)C23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.0099194
571,CCC12CC3(C)C(=O)C1C(C)(C)C(=O)C1(C)CCCC2(C)C1(C)C(=O)C(C(=O)OC)=C3C,4.862,77.51,0.239382239,0.450679714,5,0,0.105824761
572,COC(=O)C1=CC2(C)CC3(C)C4(C)CC(C)(C)CC(=O)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.570810795
573,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.348234087
574,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.348234147
575,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)(C)C1(C)C(C)(C)C(C)(C)C(=O)CCC21C,4.7179,77.51,1,0.341737863,5,0,0.330456495
576,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.348234087
577,COC(=O)C1=C(c2ccc(F)cc2)C2(C)CC3C(C)(C)C(=O)CCC3(C)C(C)(C1=O)C2=O,4.332,77.51,1,0.388597062,5,0,0.395160317
