,smiles
214,COC(=O)C1CC2(C)C(=C(C)C1=O)CCC1(C)C2CCC2C(C)(C)C(C(=O)O)CC21C
215,COC(=O)C1CC2CCC(C3CCC4(C)C(CCC5=C(C)C(=O)C(=O)C54C)C23C)C(C)(C)C1
216,COC(=O)C1=C(C)C(=O)C2C(C)(C)C(=O)C3(C)C(CC45CCC(C)(C)C(=O)C4(C)CCC35)C12C
217,COC(=O)C1=C(C)C(=O)C2(C)C3CCC4C(C)(C)C(=O)CCC4(C)C3(C)CCC12C
218,COC(=O)C1=C(C)C(=O)C(C)(C)C2CCC3C4(C)CCC(=O)C(C)(C(=O)OC)C4CCC3(C)C12C
219,COC(=O)C1C(C)=C2C3(C)CCC4C5(C)CCC(=O)C(C)(C)C5CC(=O)C4(C)C3CCC2(C)C1(C)C
220,COC(=O)C1(C)CC2=C(C)CC3C4(C)C5CCC(C5)C4CCC3(C)C2(C)C(=O)C1=O
221,COC(=O)C1=C(C)C(=O)C(=O)C2CCC3(C)C4(C)CCC5C(C)(C)C(=O)CCC5(C)C4CC2C13C
222,COC(=O)C1=C(C)C(=O)C2(C)C1(C)C(=O)CC1C3(C)CCC(=O)C(C)(C)C3CCC12C
223,COC(=O)C1=C2C(CCC3(C)C(C)(C)C(=O)CCC23C)C2(C)CC(=O)C(=O)C(C)(C)C2C1
224,CC1(C)C(=O)C(=O)C2(C)C1CCC1(C)C2CCC2C(C)(C)C(=O)CCC21C
225,COC(=O)C1=C2C(C)(CCC3CC4(C)CC(CCC23C)C(C)(C)C(=O)C4=O)CC1C(=O)OC
226,COC(=O)C1CCC2C1(C)C2(C)C1CC(C)=C2C(C)(C)C(=O)CCC2(C)C1=O
227,COC(=O)C1=C(C)C(=O)C(=O)C2(C)CCC3C(C45CCC(C)(CC4CC3(C)C)C(=O)C5)C12C
228,COC(=O)C1(C)CCC2(C)C(CCC3(C)C4=C(C)C(=O)C(=O)CC4C(C)(C)C(=O)C32C)C1
229,COC(=O)C1CCC2(C)C(=C1C)CCC1C3(C)C(=O)C(C)(C)C(=O)C(C)(C)C3CCC12C
230,COC(=O)C(=O)C1CC2(C)C(C3=C(C)C(=O)C4(C)CCC(=O)C4C31C)C1C(C)(C)C(=O)CCC12C
231,COC(=O)C1CC2C3(C)CCC(=O)C(C)(C)C3CCC2(C)C2(C)C(=O)C(C)=CC(=O)C12C
232,COC(=O)C1=C2CCC3(C)C4(C)CCC(=O)C(C)(C)C4CC(=O)C3(C)C2CC1C(=O)OC
233,COC(=O)C1CCC2(C)C(=C1C)CCC1(C)C3CC(C)(C)C(=O)C(=O)C3(C)CCC21
234,COC(=O)C1CC2(C)CCC3(C)C(CCC4CC(C(C)=Cc5ccc(=O)n(C)c5C)C43C)C2(C)C1
235,COC(=O)C1=C(C)C(=O)C2(C)C(CCC3(C)C2CCC2C(C)(C(=O)OC)CCC23C)C1=O
236,COC(=O)C1=C(C)C2(C)C(CCC3(C)C2CCC2C(C)(C)C(=O)C(=O)CC23C)C(C)(C)C1=O
237,COC(=O)C1C(=O)C(C)(C)C2(C)CCC3(C)CCC4(CC(C)(C)C(=O)C4=O)C(C)=C3C12
238,COC(=O)C1C(=O)CC2(C)C1CC(C)=C1C3(C)CCC(=O)C(C)(C)C3CCC12C
239,COC(=O)C1=C(C(=O)OC)C2(C)CCC3C4(C)C(C)CC(=O)C(C)(C)C4CCC3(C)C2(C)CC1
240,COC(=O)C1=C2C3CC(=O)C(=O)C3(C)CCC2(C)C2(C)CCC(C(=O)OC)C(C)(C)C2C1
241,COC(=O)C1(C)CCC2(C)C3=C4CC(C4)C2(C)C(C1)C1(C)C(=O)C(=O)C(C)(C)C1CC3
242,COC(=O)C1(C)C(=O)C(=O)C(C)(C)C2CCC3C4(C)CCC(=O)C(C)C4CCC3(C)C21C
243,COC(=O)C1CC2(C)C(=C(C)C1=O)CCC1(C)C2CCC2C(C)(C)C(=O)CCC21C
244,COC(=O)C1=C(C)CC2C(C)(CCC3(C)C4CCC(C(=O)OC)C4(C)C(=O)C23C)C1=O
245,CC1(C)C(=O)C(=O)C(C)(C)C2(C)C3CC=C4C(CCC5CC(=O)CC45C)C2(C)CCC31
246,COC(=O)C1(C)C(=O)C(C)=C(C)C2(C)C1CCC1(C)C3C(=O)C(=O)CC3CCC12C
247,COC(=O)C1(C)C(=O)C(C)=C2CC3(C)C(=O)CCC4(C)C(=O)CCC4C3(C)CCC21
248,COC(=O)C1CCC2CC(C)(C(=O)OC)C3C4(C)C(=O)C(=O)C(C)=C4CCC3(C)C21C
249,COC(=O)C1CCC2(C)C3CCC4C(C)(C)C(=O)C(=O)C(C)(C)C4(C)C3=CCC12C
250,COC(=O)C1C(=O)CC2C(=O)C(C)=C3CCC4C(C)(C)C(C)(CCC21C)C34C
251,COC(=O)C1=C(C)CC2C1(C)C(=O)CC1C3(C)CCC(=O)C(C)(C)C3CCC21C
252,COC(=O)C1C(=O)C(=O)C2CCC3(C)C4(C)C(C)=C(C)C(=O)CCC2(C)C3(C)CCC14
253,COC(=O)C1=C(C)C(=O)C2(C)C(CCC3(C)C2C(=O)C2C(C)(C)C(=O)CCC23C)C1
254,COC(=O)C1=C2C3(C)CCC(=O)C(C)(C)C3CC2(C)C2(C)CCC3C(C)(C)C(=O)CCC3(C)C2C1
255,COC(=O)C1(C)CC2C3=C(C)CC4CC4(C)C(CCC2(C)C1=O)C(C)(C)C(=O)C3=O
256,COC(=O)C1CCC2(C)C1C(=O)C(C)=C1C2(C)CCC2C(C)(C)C(=O)C(=O)C(C)(C)C12C
257,COC(=O)C1=C(C)C(=O)C(=O)C(C)(C2CCC3C4(C)CCC(=O)C(C)(C4)C32C)C1
258,COC(=O)C1C(=O)C2=C(C)C(=O)CCC2(C)C2(C)CCC3C(C)(C)C(=O)CCC3(C)C12
259,COC(=O)C1=C(C)C(=O)C2(C)C(CCC3C4(C)CCC(=O)C(C)(C)C4CCC32C)C1
260,COC(=O)C1C(C)=C2C(CCC3(C)C2CCC24C(CCC32C)C(C)(C)C(=O)C(=O)C4(C)C)C1(C)C
261,COC(=O)C1=C(C)C2(C)C(=O)C3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C2CC1
262,COC(=O)C1=C(C)C(=O)C2(C)CCC3C(CCC4C(C)(C)C(=O)CCC34C)C2(C)C1
263,COC(=O)C1(C)C(=O)C(C)(C)CC2C1CCC1C3(C)CCC(C)(C)C(C)=C3CC(=O)C21C
264,COC(=O)C1CCC2(C)C3C=CC4=C(CC(C)(C)C(=O)C4=O)C3(C)CCC2(C)C1(C)C
265,COC(=O)C1C(=O)C(C)(C)C2CC=C3C4(C)CC(=O)C(=O)C(C)(C)C4CCC3(C)C12C
266,COC(=O)C1=C(OC)C2(C)C(CCC3(C)C4CC(=O)C(=O)C(C)(C)C4CCC32C)C(C)(C)C1=O
267,COC(=O)C1=C2C(C)(C)C(=O)CCC2(C)C2CCC(C)(C)C3(CC4C(C)(C)C(=O)C(=O)CC43C)C2C1
268,COC(=O)C12C(=O)C1CCC1C3(C)CC(C4=C(C)C(=O)C(=O)C(C)(C)C4)CC3(C)CCC12C
269,COC(=O)C1(C)C(=O)C(C)=C2C1CCC1(C)C2(C)CCC2C(C)(C)C(=O)CCC21C
270,COC(=O)C(=O)C1C(=O)CC2(C)CC3C(=O)C(C)=C4CC4(C)C3CCC12C
271,COC(=O)C1C(=O)C(C)=C2C3(C)CCC4CC(=O)C5(C)C(C)CCC5C4(C)C3CC2(C)C1(C)C
272,COC1C(=O)C2(C)CCC3(C)CCC4C(C3CC2=C1C)C(C)(C)C(=O)C(=O)C4(C)C
273,COC(=O)C1CC(=O)C(=O)C2(C)CC3C(C)(C)C(=O)CCC4C(C)(CCC12C)C34C
274,COC(=O)C1=C(C)C(=O)C2(C)C(CC3C4(C)CCC(=O)C(C)(C)C4CCC32C)C1=O
275,COC(=O)C1(C)C(=O)C(=O)C(C)(C)C2CCC3(C)C(CCC21)C(C)(C)C12CCC(=C1C)C3(C)C2
276,COC(=O)C1=C(C)C2C3CCC4C(C)(C)C(=O)CCC4(C)C3(C)CCC2(C)C(=O)C1=O
277,COC(=O)C1(C)C(=O)C(=O)C(C)(C)C2(C)C1CCC1C3=C(C)C(=O)C(C)(C)C3CCC12C
278,CC(=Cc1ccc(=O)n(C)c1)C1CCC2(C)C3CCC4C(C)=C(C)CC4(C)C3(C)CCC2(C)C1=O
279,COC(=O)C1C(=O)C(C)=C2CCC2(C)C2(C)CCC3C(C)(CC(=O)C(C)(C)C3(C)C)C12
280,COC(=O)C1=C2C3CCC(=O)C(C)(C)C3CCC2(C)C2CC3(C)C(=O)C(C)(C)CCC3(C)C2(C)C1=O
281,COC(=O)C1=C2C(CCC3(C)C1(C)CC1C(C)(C)C(=O)CCC13C)C(C)(C)C(=O)C(=O)C2(C)C
282,COC(=O)C1=C(C)C2(C)CCC3C4(C)CC(=O)C(=O)C(C)(C)C4CCC3(C)C2C1
283,COC(=O)C1=C2C3CCC4C(C)(C)C(=O)CCC4(C)C3(C)CCC2(C)C(=O)C(=O)C1
284,COC(=O)C1CC2(C)CCC3(C)C(CC(C)=C4C(C)(C)C(=O)CCC43C)C2C(C)(C)C1=O
285,COC(=O)C1(C)C(=O)C(=O)CC2(C)C3CCC(C(=O)C4(C)CCC5C(C)(C)C(=O)CCC54C)=C(C)C3(C)CCC12
286,COC(=O)C1=C(C)C(=O)C2(C)C(C1)C13CCC4CC(=O)C(C)(C(=O)OC)C(=O)C4(C)C1CCC23C
287,COC(=O)C1(C)CCC2(C)C3(C)CCC4C(CCC4C2(C)C1=O)C(C)=C(C)C(=O)C3=O
288,COC(=O)C1=C(C)C(=O)C2(C)C1(C)CCC1C3(C)CCC(=O)C(C)(C)C3CCC12C
289,COC(=O)C1=C2CC(C)(C)CCC2(C)C2CCC3(C)C(=O)C(C)CC3C2(C)C1=O
290,COC(=O)C12CCC(C)(C(=O)O)C3(CC1)C1CC(C)C(C)(C)C(=O)C(=O)C1=C(C)CCC23
291,COC(=O)C1=C(C)C(=O)C2(C)C(=O)C3(CCC(C)(C)C4CCC5(C)CC2CC3C45C)C1=O
292,COC(=O)C1=C2CC3CC4(C)C(=O)C(=O)C(C)(C)C4CCC(C)(C3)C2(C)CCC1(C)C
293,COC(=O)C1CC2(C)C(CCC3(C)C2CCC2(C)C(=O)C(C)=CC23C)C(C)(C)C1=O
294,COC(=O)C1(C)C2C(=O)C(C)CC(=O)C2=C2C3CC4C(C)(C)C(=O)CCC4(C)C3(C)CCC21C
295,COC(=O)C1=C(C)C(=O)C2(C)C(CCC3(C)C2CCC2C(C)(C)C(=O)CCC23C)C1
296,COC(=O)C1=C(C)C(=O)C2(C)CC3(C)C4CCC5C(=O)C(C)(C)C(=O)C5(C)C4CCC3(C)C2C1
297,COC(=O)C1CCC2(C)C(=C1C)CCC1(C)C2CCC2C(C)(C)C(=O)C(=O)CC21C
298,COC(=O)C1(C)CCC2(C)C1CCC1C3(C)CC4C(=O)C(C)=C(C)C(=O)C4(C)C3CCC12C
299,COC(=O)C1CCC2(C)C(=O)C3(C)CCC4C(=C(C)CC3C12C)CC(=O)C(=O)C4(C)C
300,COC(=O)C1=C2CCC3(C)C(C(O)CC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C2(C)CC1=O
301,COC(=O)C1CCC(=O)C2(C)CC3C1=C(C)CC2C(C)(C)C1(C)C(=O)C(=O)CCC31C
302,COC(=O)C1CC(=O)C(=O)C2(C(=O)OC)CCC3(C)C4=C(C)CCC(C)(C)C4CC3C12C
303,COC(=O)C1=C(C)C(=O)C2(C)C1CC(=O)C1C3(C)CCC(=O)C(C)(C)C3CCC12C
304,COC(=O)C1(C)C(=O)C(=O)C2(C)C1CCC1C3CCC(C)=C3CC(=O)C12C
305,COC(=O)C1=C2CC3(C)CCC4(C)C(CC5(C)C(=O)C(=O)CC(C)C54)C3C2(C)CCC1(C)C
306,COC(=O)C1=CC(=O)C2C(C)(CCC3C2(C)CC2(C)C(C(=O)OC)CCC32C)C1=O
307,COC(=O)C1(C)CCC2C(=C(C)C1=O)C(=O)CC1C2(C)CCC2C3(C)CC3C12C
308,COC(=O)C1=C(C)C2CCC3C(C)(CC2C(C)(C)C1=O)CC1(C)C(=O)C(=O)C(C)(C)C31C
309,COC(=O)C1CC2(C)C(=O)C3C(C)(CCC4C(C)(C)C(=O)CCC43C)C2=C(C)C1=O
310,COC(=O)C12C3CCC(C(C)=O)=C(C)C3(C)CC(=O)C1(C)CCC1C(C)(C)C(=O)CCC12C
311,COC(=O)C1CC2C(C)(C)C(=O)CCC2(C)C2CCC3=C(C)C(=O)CCC3(C)C12C
312,COC(=O)C1CC2C3(C)CCC(=O)C(C)(C)C3CCC2(C)C2(C)CCC(=O)C(C)=C12
313,COC(=O)C1=C2C3C(=O)C(=O)C4C5(C)CCC(=O)C(C)(C)C5CCC4(C)C3(C)CCC2(C)C(C)(C)C1
314,COC(=O)C1=C2CC(C)C(C)C2(C)C2CCC3(C)C(=O)C(=O)C4(C)CC34C2CC1
315,CC1=C2C3CC(=O)CC3(C)C(=O)C(=O)C2(C)C2(C)CCC(=O)C(C)(C)C2C1
316,COC(=O)C1=C(C)C(=O)C(=O)C2(C)CCC1(C)C1CC3C4CC(C)(C)C(=O)C4(C)CCC3(C)C12
317,COC(=O)C1(C)C(=O)C2C3CCC4C(C(C)=C5CC(C)(C)CC5=O)C(=O)C3(C)CCC1(C)C42C
318,COC(=O)C(=O)C1CCC2(C)C1(C)CC(=O)C(C1(C)C3=C(C)C(=O)C(C)(C)C3CCC1(C)C)C21CC1
319,CC1=C2CCC3C(C)(C)C(=O)CCC3(C)C2(C)C2(C)C(CCC3(C)C2C(=O)C3(C)C)C1=O
320,CC1=C2C(C)(CCC3C(C)(C)CCC23C)CC2C(=O)C(=O)C3(C)CC3C2(C)C1=O
321,CC1=C2CCC3(C)C(CCC4(C)C(=O)C(=O)C(C)CC43C)C2(C)CCC1=O
322,COC(=O)C1(C)CCC2C(C)(C)C(=O)CCC2(C)C2=C1C1(C)CC(=O)C(C)(C)C1CC2
323,COC(=O)C1(C)CCC2(C)C1C(=O)C(=O)CC1(C)C3C(C)(C)C(=O)C(C)=C(C)C3(C)CCC21
324,COC(=O)C1=C(C)CC(OC)(C2CC3(C)C(CCC4(C)C3CC(C)=C3CC34C)C(=O)C2=O)C=C1
325,COC(=O)C1=C(C)C(=O)C(=O)C12CCC1(C)C2CCC2C3(C)CCC(=O)C(C)(C)C3CC21C
326,COC(=O)C1CCC2(C)C(CCC3(C)C2CC(C)=C2CCC4(C)C(=O)C(=O)C(=O)C243)C1(C)C
327,COC(=O)C1=C(C)CC(C(=O)OC)C2CCC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C12C
328,COC(=O)C1CCC(C)(C)C2=C1C(=O)C(=O)C1(C)CCC3(C)C(CCC3(C)C)C21
329,COC(=O)C1=C(C)C(=O)C(=O)C2(C)C(=O)CCC3(C)C(CCC4(C)C(C)(C)C(=O)CC34C)C12
330,COC(=O)C1CC1C(C)=C1C(=O)C2C3(C)C(=O)CC3CCC2(C)C12CCC1(C)C(C)=C(C)C(=O)C1(C)C2
331,CC1=C2C(C)(CCC3(C)C(=O)C(=O)CCC23C)C2CCC3C(C)(C)CC3(C)C2C1
332,COC(=O)C1=C2CC3C4(C)C(=O)CC5C(C)(C)C(=O)CCC5(C)C4CCC3(C)C2(C)CCC1=O
333,COC(=O)C1=C(C)CC(=O)C2(C)C(=O)C(=O)C3(C)C(CCC4(C)C(C)CCC43C)C12
334,COC(=O)C1(C)C(=O)C(=O)C(C)C2(C)C3CC(=O)C(C)(C)C4CCC(C)(C)C42C1C3
335,COC(=O)C12CCC3C(C)(CCC4C5(C)CCC(=O)C(C)(C)C5=C(C)C(=O)C43C)C1C2
336,COC(=O)C1=C(C)C2CCC3(C)C(C)(CCC4C(C)(C(=O)OC)C(=O)CCC43C)C2CC1=O
337,COC(=O)C1(C)C(=O)C(=O)CC2=C(C)C(=O)C3C4(C)CCC(C)(C)C4CCC3(C)C21C
338,COC(=O)C1=C(C)C(=O)C2(C)C3CCC4C(=O)C(C)(C)CCC4(C)C3CC(=O)C2(C)C1
339,COC(=O)C1C(=O)C(C)C2(C)C3(C)CCC4(C)C(=O)C(=O)C(C)(C)CC4=C3CCC12C
340,COC(=O)C1=C2C(C)(C)C(=O)C(=O)C2(C)C2CCC3C(C1)C3(C)CCC(=O)C2(C)C
341,COC(=O)C1=C(C)CC2C3CCC4C(C)(C)C(=O)C(=O)C(=O)C34CCC2(C)C1(C)C
342,COC(=O)C12CCC3(C)C4(C)CCC(C)=C(C)C4CC(=O)C3(C)C1C1(C(=O)OC)C(CC1(C)C)C(=O)C2=O
343,COC(=O)C1(C)CCC2(C)C(CCC3C4(C)C(=O)C(=O)C(C)=C(C)C4CC32C)C1=O
344,COC(=O)C1CC2(C)C3CCC4(C)CC5C(C)(C)C(=O)CC5(C)C4C(=O)C(C)=C3CCC2(C)C1=O
345,COC(=O)C1C(=O)C(=O)C(C)(C)C2CCC3(C)C(CC(C)=C4CC43C)C12C
346,COC(=O)C1(C)CC2=C(C)C(=O)C3(C)CCC4C(C)(C)C(=O)CCC4(C)C3C2(C)C1=O
347,COC(=O)C1CC(=O)C2(C)C1(C)CCC1C3(C)C(C)C(=O)C(=O)C(C)(C)C3CCC12C
348,COC(=O)C1=C(C)CC2C(=O)C(=O)C3(C)CCC4(CC(C(=O)OC)C(C)(C)O4)C3C12C
349,COC(=O)C1(C)CC2CCC3(C)C(CC4C(C)(C(=O)OC)C(=O)CC43C)C2=C(C)C1=O
350,COC(=O)C1C(=O)C(C)=C2C3CC4CC5=C(C)C(=O)CCC5CCC4(C)C3(C)CCC21C
351,COC(=O)C(=O)C1=C(C)C(=O)CC2C1(C)CCC1C3(C)CC(=O)C(C)(C)C3CCC21C
352,COC(=O)C1=C(C)CC2C3(C)C(=O)CC4(C)CCC5C(C(=O)C(C(=O)OC)C5(C)C)C4(C)CCC23C1=O
353,COC(=O)C1CC2(C)C3(C)CCC4C(CCC3C(C(=O)OC)C2(C)C1=O)C(C)(C)C(=O)C(=O)C4(C)C
354,COC(=O)C1=C(C)C(=O)C(=O)C2(CCC3C2(C)C2(C)CCC4C(C)(C)C(C(=O)OC)CCC4(C)C32C)C1
355,COC(=O)C1C(=O)C(=O)C2(C)C3=C(C)C4CCC5C(C)(C3CCC12C)C4CCC(C)(C(=O)OC)C5(C)C
356,COC(=O)C1C(=O)C(=O)C2(C)CCC3C(CC(C)=C4C(C)(C)C(=O)CCC43C)C12C
357,CC1=C2CCC3(C)C(=O)CCC4C(C)(C)C(=O)CC(C)(CC2C(C)(C)C1=O)C43C
358,COC(=O)C1CC2(C)C(CCC3(C)C2CCC2(C)C(C)(C)C(=O)C(=O)C32C)C(C)(C)C1=O
359,COC(=O)C1C(=O)C(C)(C)C2C1CCC1(C)C2CC(C)=C2C(C)(C)C(=O)CCC21C
360,COC(=O)C1=C(C)CC2(C)C(CCC3C2CCC2(C)C(C)(C)C(=O)CC32C)C1=O
361,COC(=O)C1CC2(C)C(=O)C3(C)C4CCC(C5CCC(=O)C5=O)=C(C)C4(C)CCC3C2(C)C1
362,COC(=O)C1=C(C)C(=O)C2(C)C1CCC1C3C(C)(CCC12C)CC(=O)C(=O)C3(C)C
363,COC(=O)C1(C)CCC(C)C2(C)C1CC(=O)C1C3(C)CC(=O)C(=O)C(C)(C)C3CCC12C
364,COC(=O)C1CC2(C)C(=O)C(=O)C3(C)C(CCC4C(C)(C)C(=O)CCC43C)C2=C1C
365,COC(=O)C1C2CCC3(C)C(=C(C)C(=O)C4C(C)(C)C(=O)CCC43C)C21C
366,COC(=O)C1C(=O)C(=O)C2(C)CCC3(C)C(CCC4C(C)(C)C(=O)CCC43C)C2C1(C)C
367,COC(=O)C1CCC2C(C)(C)C(=O)C34CCC5C(C)(C)C(=O)CCC5(C)C3CCC4(C)C12C
368,COC(=O)C1(C)CC(=O)C2(C)CC3=C4C(CCC3(C)C21)C(C)(C)C(=O)C(=O)C4(C)C
369,COC(=O)C1CC2(C)C(CCC3C(=O)C(=O)C(C)(C)CC32C)C2(C)CCC(=O)C(C)=C12
370,COC(=O)C1=C2C(C)(C)C(=O)C(=O)C(C)C2(C)C2(C)C(C3CC3)CCC2(C)C1=O
371,COC(=O)C1CC2(C)C(CCC3(C)C4C(C)=C(C(=O)O)C(=O)C4(C)CCC23C)C1=O
372,COC(=O)C1CC2(C)C(=C(C)C1=O)CCC1C3(C)CCC(=O)C(C)(C)C3CC12C
373,COC(=O)C1CCC2C(=O)C(=O)C3(C)C(CCC4C5(C)C=C(C)C(=O)C(C)(C)C5CCC43C)C12C
374,COC(=O)C1=C(C)C2CCC3(C)CC(CC4(C)CCC5C(C)(C)C(=O)CCC5(C)C34C)C2(C)C(=O)C1=O
375,COC(=O)C1CC2(C)C(CCC3C(C)=C(C)CCC32C)C2(C)C(=O)C(=O)C(C(=O)OC)C12C
376,COC(=O)C1=C2C(=O)C(=O)C34CC3(C)CCC4C2(C)CCC1C(=O)c1ccc(C)c(C2CCC3(C)CCC(=O)C(C)(C)C3(C)C2)c1C
377,COC(=O)C1=C(C)C(=O)C2CCC3(C)C(CC(=O)C4C(C)(C)C(C)CCC43C)C2(C)C1=O
378,COC(=O)C1CC(C(=O)OC)C23CCC2(C)C(C)=C(C)C(=O)C2CCC(C)(C1=O)C23
379,COC(=O)C1(C)C(=O)C(=O)CC2(C)C3CCC4=C(C)C(=O)C(C)(C)CC4(C)C3CCC12
380,COC(=O)C1CCC2(C)C(C)(CCC3C4(C)C=C(C)C(=O)C(C)(C)C4CCC32C)C1=O
381,COC(=O)C1CCC2CC(C)=C3C(CCC4(C)C(=O)C(=O)C(C)(C)C34C)C21C
382,COC(=O)C1C(=O)C2CC3C(C)(C)C(=O)CCC3(C)C3(C)C(CCC23C)C1(C)C
383,COC(=O)C1(C)C(=O)CC2(C)C3CC(C)=C4C(C)(C)C(=O)CCC4(C)C3CCC12
384,COC(=O)C1CCC2(C)C(CCC3C4=C(C)C(=O)C(=O)C(C)(C)C4CCC32C)C1(C)C
385,COC(=O)C1C(=O)C23CCC4C(=O)C(=O)CCC4(C)C(=C1C)C2(C)C1CC(C)(C)CCC1(C)C3
386,COC(=O)C1CC2(C)C(C)=C3CC4C(CCC3(C)CCC12C)C(C)(C)C(=O)C(=O)C4(C)C
387,CC1=C2CCC3C4(C)CC5C(C)(C)C(=O)CCC5(C)C4CCC3(C)C2(C)C(C)(C)C1=O
388,COC(=O)C1(C)CCC2(C)C1CC(C)C1C3=C(C)CC(=O)C(=O)C3(C)CCC12C
389,COC(=O)C1=C(C)C2(C)CCC3(C)C4C(CCC3C2(C)C1)C(=O)C(=O)CC4(C)C
390,COC(=O)C1CC(C(=O)OC)C2(C)C1CCC1(C)C3=C(C)C(=O)C(=O)C3(C)CCC12C
391,COC(=O)C1=C(C)C(=O)C2(C)CCC3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C2C1=O
392,COC(=O)C1=C(C)C(=O)C2(C)CC3C(C)(CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C2C1
393,COC(=O)C1(C)C(=O)C(C)=C2C1CCC1(C)C2CC(=O)C2CCC3(C)C(=O)C3(C)C21C
394,COC(=O)C1=C(C)C2C(C)(CCC3(C)C2(C)CCC2C(C)(C)C(=O)C(=O)C(C)C23C)C1=O
395,COC(=O)C1CC2(C)C(=O)CCC2(C)C2CCC3C(CCC12C)C(C)(C)C(=O)C(=O)C3(C)C
396,COC(=O)C1=C(C)C(=O)C2(C)C1(C)CCC1C3(C)CC(C(=O)OC)C(C)(C)C3CCC12C
397,COC(=O)C1(C)CC2C3CCC4(C)C(CCC24C)C(C)(C(=O)O)C(C)=CC3(C)C1=O
398,COC(=O)C1(C)C(=O)CCC2(C)C1CCC1(C)C3C(C)(CCC21)C(=O)C(=O)C3(C)C(=O)OC
399,COC(=O)C1CC2(C)C3C(CCC4(C)CCC5=C(C)C(=O)CCC5(C)C34C)C2(C)C(=O)C1=O
400,CC1=C2C(=O)C(C)(C)C3C(C)(C)C4CCC(C)(CCC2(C)C(=O)C1=O)C43C
401,COC(=O)C1CCC2(C)C(=C(C)C(=O)C3C4(C)CCC(=O)C(C)(C)C4CCC32C)C1=O
402,COC(=O)C1=C(C)C(=O)C2(C)CCC3(C)C(CCC4C5C(CCC43C)C(C)(C)C(=O)C(=O)C5(C)C)C12C
403,COC(=O)C1=C(C)C23CCC4C(C)(C)C(=O)CCC4(C)C(C)(C1)C2CCC(C)(C(=O)OC)C3=O
404,CC12CCC(C(=O)C3CCC4C(C)(C)C(=O)CCC34C)=C1C1(C)C(=O)C(=O)C(C)(C)C1CC2
405,COC(=O)C1=C(C)C2CC3(C)C(C(=O)CC4C(C)(C)C(=O)CCC43C)C2(C)C1
406,COC(=O)C1C(=O)C(C)(C)C2(C)CCC3C4(C)CC(=O)C(=O)C(C)=C4CCC3(C)C12
407,COC(=O)C1(C)C(=O)C(=O)C(C)=C2C1CCC1(C)C3CC4C(C)(C)C(=O)CCC4(C)C3(C)CCC21C
408,COC(=O)C12CC3C(C)(C)C(=O)CCC3(C)C1CCC1C(C)=C3C(=O)C3(C)C1(C)C2
409,CC1=C2C(=O)CC3CC24CCC2(C)C(=O)C(C)(C)C2CCC(C)(C1=O)C4CC3(C)C
410,CC1=C(C)C2CCC3(C)C4C(=O)C(=O)C(=C(C)C5CCC5(C)C)C4(C)CCC3(C)C2(C)CC1
411,COC(=O)C1=C2CCC3C4(C)CCC(=O)C(C)(C)C4CC(=O)C3(C)C2(C)C(=O)C(C)C1
412,COC(=O)C1(C)C(c2cn(C(=O)Cl)nc2C)=CC(=O)C2(C)C1CCC1C3(C)CC(=O)C(=O)C(C)(C)C3CCC12C
413,COC(=O)C1=C(C)C(=O)C2(C)C1CCC1(C)C2CC2C3(C)CC(=O)C(=O)C(C)(C)C3CCC21C
414,COC(=O)C1=C(C)CC2C1(C)CCC1C3(C)CC(=O)C(=O)C(C)(C)C3CCC21C
415,COC(=O)C(=O)C1CC2C3(C)CCC(=O)C(C)(C)C3CCC3(C)CC(=O)C(=O)C1(C)C23C
416,COC(=O)C1CC(C)=C2C(OC(=O)c3ccc(=O)n(C)c3C)CC3(C)C4CCC(=O)C(=O)C4(C)CCC1(C)C23C
417,COC(=O)C1=C(C)C(C)=C2C(=O)C(=O)C3(C)C4CCC(=O)C4(C)CCC3C2(C)C1
418,COC(=O)C(=O)C1CC(C)=C(C)C2(C)C3C(=O)C(=O)C4(C)C(=O)CCC4C3(C)CCC12C
419,CC1=C2CC(C)(C3(C)CCC4C(C)(C)C(=O)C(=O)C(=O)C43C)C2C2(C)CCCC2C1
420,COC(=O)C1CC2(C)C(=C(C)C1=O)CCC1(C)C2CCC2C(C)(C)C(=O)C(=O)CC21C
421,COC(=O)C1C(=O)C=C2C1CCC1(C)C2(C)C(=O)CC2C(C)(C)C(=O)CCC21C
422,COC(=O)C1=C(C)C(=O)C2(C)CCC3C(CCC4C(C)(C)C(=O)C(=O)C34C)C2(C)C1
423,COC(=O)C1(C)CC2=C(C)CC3C(CCC4C3(C)CCC3C(C)(C)C(=O)CCC34C)C2(C)C(=O)C1=O
424,COC(=O)C1C(=O)C2=C(C(=O)CC3C(C)(C(=O)OC)CCC23C)C2CCC3CC(C)(C)CCC3(C)C21C
425,COC(=O)C1=C(C)C(=O)CC12C1C3(C)CCC4C(C)(C)C(=O)C(=O)CC4(C)C3CCC12C
426,COC(=O)C1=C(C)C(=O)C2(C)CCC3(C)C(CCC4C(C)(C)C(=O)C(=O)CC43C)C2C1
