,smiles,logp,tpsa,sub_similarity,qed,hba,hbd,molwt,gasa_score
135,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3CC4(C)C(=O)CC4CCC2C3(C)C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.054034658
136,COC(=O)C1=C(C)C2(C)CC3(C)C(=O)C(C)(C(C)(C1=O)C2=O)C1(C)CCC1(C)C3(C)C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.133496419
137,COC(=O)C1=C(C)C2(C)CC(=O)CCC3(C)C(C)C4(C)CCC(C)(C34)C(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.086272523
138,COC(=O)C1=C(C)C2(C)CC3C(CC(C)(C1=O)C2=O)C1(C)CC(=O)CCC(C)(C)C31C,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.012680958
139,COC(=O)C1=C(C)C2CC3(C)CC4C(=O)C(CCC1=C3C)C(=O)C2(C)C(=O)C(C)=C4C,4.3121,77.51,0.173745174,0.462937365,5,0,424.2249741,0.017267408
140,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3C(=O)C(=C3C)C3(C)CCC(C)CC32C)C1=O,4.392,77.51,0.299227799,0.352963818,5,0,426.2406242,0.001180039
141,COC(=O)C1=C(C)C2(C)CC3(C)C(C(C)(C1=O)C2=O)C1(C)CCC=C(C)CC(=O)C13C,4.392,77.51,0.314671815,0.268902276,5,0,426.2406242,0.113655806
142,COC(=O)C1=CC2(C)CC3(C)CC4(C)CC(C)(C(C)C(C)(C1=O)C2=O)C4(C)CCC3=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.035818249
143,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1C3CCCC(C)(CC12C)C(=O)CC3(C)C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.05768095
144,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1CC2(C)C2C(=O)CCC2(C)CCC1(C)C,4.4719,77.51,0.314671815,0.349746014,5,0,428.2562743,0.378824979
145,COC(=O)C1=C(C)C2(C)CC3(C)CC4(C)C(=O)CCC(CC(C)(C1=O)C2=O)C3C4(C)C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.047266815
146,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3C4(C)C(=O)C(C)CCCCC4C32C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.098986112
147,COC(=O)C1=C(C)C2(C)CC3C(C)(CC(C)(C1=O)C2=O)C(=O)C1(C)C(C)(C)CCC31C,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.021542737
148,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3C(C)(C)C4(C)CC(=O)CCC4(C)C32C)C1=O,4.4719,77.51,0.314671815,0.349746014,5,0,428.2562743,0.046745043
149,COC(=O)C1=C(C)C23C(=O)C4(C)CCC(C)(C)C4(C)CC2(C)C(C)(C)C(C)(C1=O)C3=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.036966249
150,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C)CC1=C(C)C(C)(C)C13CC2(C)C3=O,4.392,77.51,0.299227799,0.268902276,5,0,426.2406242,0.034252856
151,COC(=O)C1=C(C)C2(C)CC(C)CC3C4(C)CCC(=O)CC4(C)C3(C)C(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.069584094
152,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)C1(C)C3CCCC(C)(CCC(=O)C21)C3,4.4719,77.51,0.314671815,0.349746014,5,0,428.2562743,0.125312477
153,COC(=O)C1=C(C)C2=C3CC4(C)C(=C3CCCC(C)(C1=O)C2=O)C(C)(C)C(=O)C4(C)C,4.4562,77.51,0.299227799,0.352886002,5,0,424.2249741,0.003419576
154,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1C(C)(CCC2(C)C)C2CCCC(=O)C21C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.125710621
155,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC2(C)CCCC2C(C)(C)C3(C)C(=O)C23C)C1=O,4.4719,77.51,0.287644788,0.366698843,5,0,428.2562743,0.102535456
156,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CC(C)(C(=O)C1(C)C)C1(CC1)C2(C)C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.147482127
157,COC(=O)C1=C(C)C2(C)CCC3C(=O)C(C3C)C3(C)CCCCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.021000113
158,COC(=O)C1=C(C)C2(C)CC3(C)C(CC(C)(C1=O)C2=O)C1(C)CCC(=O)C(C)(C)C13C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.014660575
159,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(CCC(C)CF)C(=O)C(C)(C)C2(C)C,4.6675,77.51,0.961389961,0.355600708,5,0,436.2625025,0.086759605
160,COC(=O)C1=C(C)C2(C)C(=O)C3CC(C)C(CCC(C)(C1=O)C2=O)C1(C)CCC3(C)C1,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.010168045
161,COC(=O)C1=C(C)C2(C)C(=O)C(C1=O)C(=O)C1C3(C)CCCC(CCCC3(C)C)C12C,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.002635324
162,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1CC3(C)CCC(C)(C)C3(C)CC(=O)C12C,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.076359242
163,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)C(C)(C)C1(C)CC(=O)C3(C)CCCC321,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.243764073
164,COC(=O)C1=C(C)C2(C)C(=O)C3(C)CC(C)(CC4CC(C)(C)CC43C)C(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.03947876
165,COC(=O)C1=C(C)C2(C)CCCC3(C)C(C)(C)C(CC4C(=O)CC43C)C(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.33110556
166,COC(=O)C1=C(C)C2(C)CCCC(C)(C)C3(C)CCC4C(=O)C3(C)C4C(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.106343649
167,COC(=O)C1=C(C)C2(C)C(=O)C3CCC4(C)CCC(CC4(C)C(C)(C1=O)C2=O)C3(C)C,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.09354192
168,COC(=O)C1=C(C)C2(C)CC3CC4(C)CCC(C)(CCC4=O)C(C3C)C(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.004888722
169,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CC3(C)C(=O)C1(C)C(C)(C)CCC32C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.110078566
170,C=C(C)C12C(=O)CCC1(C)C1(C)CCCC2CC2(C)C(=O)C(C(=O)OC)=C(C)C1(C)C2=O,4.7821,77.51,0.299227799,0.26719143,5,0,440.2562743,0.04281472
171,COC(=O)C1=C(C)C2(C)CCC3C4CCCC(C)(C)C4C(=O)CC3(C)C(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.21602276
172,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)C(=O)CC3(C)CC2(C)C3(C)CC1(C)C,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.062399194
173,COC(=O)C1=C(C)C2(C)CCC3(C)C(=O)C4CCC(C)(C)C(C)(CC(C)(C1=O)C2=O)C43,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.007612074
174,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)C(=C2C)C=C(C)C(=O)C2(C)CCCC21,4.3121,77.51,1,0.356034012,5,0,424.2249741,0.029862825
175,COC(=O)C1=C(C)C2C(=O)C3(C)CCCC4CC(CCC4(C)C)C3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.047197986
176,COC(=O)C1=C(C)C2(C)CC(C)(C3C(=O)C4(C)CCC(=C4C)C3C)CC(C)(C1=O)C2=O,4.392,77.51,0.314671815,0.283180908,5,0,426.2406242,0.005755229
177,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3(C)CC(=O)C4(C)C(C)(C)C4(C)C2(C)C3)C1=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.065645874
178,COC(=O)C1=CC2(C)C(=O)C3(C)C(=O)C2(CCC2(C)CCC(C)(C)CCC2C3(C)C)C1=O,4.862,77.51,0.741312741,0.329130227,5,0,442.2719243,0.468930244
179,COC(=O)C1=C(C)C2(C)CCC3(C)C(CCC4(C)C(=O)CC4C3(C)C)C(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.325961739
180,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(=O)C1(C)CCCC2(C)C2(C)C(C1)C2(C)C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.102712944
181,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CC1C1(C)CCC(C)C(=O)C2(C)CC1,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.051370762
182,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC(C3(C)C(=O)C(C)(C)C31)C2(C)C,4.3278,77.51,0.961389961,0.352925302,5,0,428.2562743,0.458338022
183,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC3(C)CC(C)(C)C3(C)C(=O)C21C,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.308228463
184,COC(=O)C1=C(C)C2(C)CC3C(=O)CC(C(C)(C1=O)C2=O)C1(C)C(C)(C)CCCC31C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.203164056
185,COC(=O)C1=C(C)C2(C)CCCC3(C)CCC(=O)C4CC(C)(C)C3C4C(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.03149154
186,COC(=O)C1=C(C)C2(C)CC(C)(C)C3C(CCC(C)(C1=O)C2=O)C1(C)C(=O)C1C3(C)C,4.3278,77.51,0.299227799,0.352925302,5,0,428.2562743,0.18958354
187,COC(=O)C1=C(C)C2(C)CC3(C)C(=O)CC4(C)CCC(C)(C4C)C3CC(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.010200997
188,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC(=O)C3(C)CC(C)(C3(C)C)C21C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.177420065
189,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3C4CCCC(C)CCC(=O)C4(C)C32C)C1=O,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.007419535
190,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)C(=O)C3(C)CC(C)(C)CCC3(C)C21C,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.537063122
191,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C)C1CC(C)C(=O)CCC(C)(C)C12,4.3278,77.51,0.314671815,0.361195682,5,0,416.2562743,0.205251291
192,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3(C)CCCC4(C)C(=O)C(C)(C)C4C32C)C1=O,4.4719,77.51,0.314671815,0.349746014,5,0,428.2562743,0.037825704
193,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3(C)C4C2CCC3(C)CCC(=O)C4(C)C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.101727501
194,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3C4(C)CCC(C)(CC(=O)C4C)CC32C)C1=O,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.013662792
195,COC(=O)C1=C(C)C2(C)CC(=O)C3(C)CC4(C)CCC(C)(C(C)CC43)C(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.02099658
196,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCCC3C(C)(C)CC(=O)C4CC2C3(C)C4)C1=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.036235679
197,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3CC4(C)CCC(C(=O)CC4C)C32C)C1=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.207434192
198,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3(C)C2CC2CCC(C)(C)C(=O)C23C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.121948309
199,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CC3(C)C(=O)C(C)(C)CCCC2C31C,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.035347901
200,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC(=O)C3CCC3(C)C(C)(C)C21C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.606850445
201,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCCC3CC(=O)C4CCC(C)(C)C4C32C)C1=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.111975431
202,CCOC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(=O)C1(C)CCCC3C(C)(C)C1(C)C32C,4.4719,77.51,0.961389961,0.368317426,5,0,428.2562743,0.190400049
203,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3CC4(C)CC(=O)CC(C)(C)C4C32C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.297931343
204,COC(=O)C1=C(C)C2(C)CC3C4C(C)(C)C4(C)CCCCC3(C)C(=O)C(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.038320094
205,COC(=O)C1=C(C)C2(C)CC3C(=O)C4(C)CC4(C)CCC(C)(C)C3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.012032685
206,COC(=O)C1=C(C)C2(C)CCC3(C)C(C)C4(C)CCC(C)(C(C)(C1=O)C2=O)C3(C)C4=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.252361774
207,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C)C1CC3(C)CCCC(=O)C3CC12C,4.4719,77.51,0.314671815,0.349746014,5,0,428.2562743,0.08195819
208,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1CC3(C)CC(C)CCC3(C)C(=O)CCC12,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.017145824
209,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CC3(C)C(=O)C(C)(CCC32C)C1(C)C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.289095193
210,COC(=O)C1=C(C)C2(C)C(=O)C(C1=O)C1CC(C)(C)C3(C)CCC(C)(CC1=O)C2(C)C3,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.090840459
211,COC(=O)C1=C(C)C2(C)CC3(C)CC4(C)C(=O)CC(C)(C(C)CC(C)(C1=O)C2=O)C34C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.043277774
212,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1CCC(C)(C1)C1CCC2(C)C(=O)C1(C)C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.248545572
213,COC(=O)C1=C(C)C2(C)CC3(C)C4(C)CCC(C)(C)C(C)(C(C)(C1=O)C2=O)C3(C)C4=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.134551689
214,COC(=O)C1=C(C)C2(C)CC3C4(C)CCC(C)(C)C3(C)C(CCC(C)(C1=O)C2=O)C4=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.018620467
215,COC(=O)C1=C(C)C2(C)CCC(C)(C)C3(C)C(=O)C4(C)CC(C)(C(C1=O)C2=O)C3(C)C4,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.008852432
216,COC(=O)C1=C(C)C2(C)CC3CCC4C(=O)C3(C)C(C)(C)C4(C)CCC(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.135610983
217,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)C2CCC2(C)CCC(C)(C2=O)C1(C)C,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.257999927
218,COC(=O)C1=C(C)C2(C)CC(C3(C)CCC4(C)CC(C)C(=O)CC43C)C(C)(C1=O)C2=O,4.4719,77.51,0.938223938,0.368317426,5,0,428.2562743,0.088295989
219,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3C2CCCC2(C)C(=O)C3(C)C2(C)C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.245439634
220,COC(=O)C1=C(C)C2(C)CCC3CC(=O)CC4C(C)(C)C3(C)C4(C)C(=O)C(=C2C)C1=O,4.392,77.51,0.208494208,0.45894531,5,0,426.2406242,0.00429587
221,CCCC1=C(C)N(C)C2CCC2C2CC2(C)C2(C)C(=O)C(C(=O)OC)=CC(C)(C1=O)C2=O,3.6436,80.75,0.961389961,0.377864283,6,0,441.2515232,0.040706396
222,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C13CCCC1(C)C(C)C(C)(C)C2(C)CC3=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.087285258
223,COC(=O)C1=C(C)C2(C)CC(=O)C(C)(CCCC(C)CCC(F)F)C(C)(C1=O)C2=O,4.4711,77.51,0.314671815,0.325078695,5,0,426.2217806,0.052471843
224,COC(=O)C1=C(C)C2(C)CC3CCC4(C)CC(=O)C(C)(C)C4CCC3C(C)(C1=O)C2=O,4.4719,77.51,0.314671815,0.349746014,5,0,428.2562743,0.025874257
225,COC(=O)C1=C(C)C2(C)CC3=C4C(=O)CC(C)C(C)CCC3(C)C4(C)C(C)(C1=O)C2=O,4.392,77.51,0.961389961,0.352963818,5,0,426.2406242,0.003197952
226,COC(=O)C1=C(C)C2(C)C(=O)C3(C)CC(C)(C)CC3(C)CC3CC3(C)C(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.090807661
227,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3(C)C(C2(C)C)C2(C)C(=O)C2(C)C3(C)C)C1=O,4.7179,77.51,0.299227799,0.333612739,5,0,442.2719243,0.127909094
228,COC(=O)C1=CC2(C)CCC3(C)C(=O)C(=C(C)C(C)(C3=O)C3CCC(C)(C)C32C)C1=O,4.392,77.51,0.544401544,0.352963818,5,0,426.2406242,0.012006716
229,COC(=O)C1=C(C)C2(C)CC3C4(C)CC(=O)CCC4(C)C3(C)C(C)(C)C(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.038113113
230,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC(C)(C)C(=O)C3(C)CC(C)(C)C(C)=CC32)C1=O,4.638,77.51,0.961389961,0.263161219,5,0,428.2562743,0.055339251
231,COC(=O)C1=C(C)C2(C)CC(C)(CC3CC4(C)CC34C)C(=O)C(C)(C)C(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.376435698,5,0,428.2562743,0.058797289
232,COC(=O)C1=C(C)C2(C)C(=O)C(=C(C)C3(C)CCC4(C)C(C)(C)C2(C)C4(C)C3=O)C1=O,4.392,77.51,0.299227799,0.45894531,5,0,426.2406242,0.004577845
233,COC(=O)C1=C(C)C2(C)CCC3(C)C(=O)CCC4(C)C3C(C)(C(C)(C1=O)C2=O)C4(C)C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.075934425
234,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)C1(C)C2(C)CCCC2(C)CC(=O)C21C,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.362863302
235,COC(=O)C1=C(C)C2(C)CC3(C)CCC(C)(C)C(=O)C4(C)CC(CC34)C(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.045093644
236,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3(C)C(=O)CCC2(C)C2C3CC2(C)C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.172491014
237,COC(=O)C1=C(C)C2(C)CC3(C)CC(=O)C3C(C)(C1=O)C1CCC(C)C(=O)CCC12C,4.4719,77.51,0.198841699,0.454761323,5,0,428.2562743,0.071143389
238,COC(=O)C1=CC2(C)CC3C4(C)CCC(C)(C(C)(C1=O)C2=O)C3(C)C(C)(C)CCC4=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.141111553
239,COC(=O)C1=CC2(C)C(=O)C(C)(CCC3C(=O)C(C)(C)C4CCC4(C)C2C3(C)C)C1=O,4.3278,77.51,0.961389961,0.352925302,5,0,428.2562743,0.159967154
240,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(=O)C1(C)CC2(C)CCCC2(C)C(C)C12C,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.041587356
241,COC(=O)C1=C(C)C2(C)CCCC3C(C)C4(C)CC(C)(C(=O)CC34C)C(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.011848504
242,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3C4(C)C(=O)CCC4(C)C3(C)C2(C)C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.406831264
243,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC2(C)C(C)C2CCC2(C)CCC1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.223718181
244,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3CCCC(C4(C)CC(C)C4)C3(C)C2=O)C1=O,4.4719,77.51,0.961389961,0.368317426,5,0,428.2562743,0.011634995
245,COC(=O)C1=CC2(C)C(=O)C(C)(CCC3(C)C(=O)C4(C)CCCC4(C)C3(C)C2C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.180771932
246,COC(=O)C1=C(C)C2(C)CCC3(C)C(C)C4(C)C(=O)CCC(C)(C(C)(C1=O)C2=O)C34C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.154336289
247,COC(=O)C1=C(C)C(C)C(=O)C(C)(C23CCC2C2(C)CCC(C)(C)CC(=O)C23C)C1=O,4.4719,77.51,0.191119691,0.368317426,5,0,428.2562743,0.436271399
248,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3CC(=C3C)CC3(C)C(=O)C2(C)C3(C)C)C1=O,4.392,77.51,0.299227799,0.268902276,5,0,426.2406242,0.0034273
249,COC(=O)C1=C(C)C2(C)CC(C)(C)CC3(C)C(C)C3(C)C(=O)C(C1=O)C1(C)C(=O)C21C,4.3278,77.51,0.816602317,0.352925302,5,0,428.2562743,0.031526204
250,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC3CCCC(=O)C3(C)C(C)C21C,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.299639225
251,COC(=O)C1=C(C)C2(C)CCC3C(C)(C)C4(C)CC(=O)C3(C)C4(C)CC(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.077147111
252,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC(C)(C3CC4(C)CC(=O)C34C)CCC2C)C1=O,4.4719,77.51,0.299227799,0.368317426,5,0,428.2562743,0.091682419
253,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)C(=O)C1(C)C(C)(C)C1(C)CCCC21C,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.449030399
254,COC(=O)C1=C(C)C2(C)C(=O)CC3(C)C(C)(CC4CCC3(C)C4C)CC(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.013202665
255,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCCC3(C)C(=O)C4C(C)(C)CC3(C)C42C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.090956561
256,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3C(C)C4=C(C)C(=O)C4(C)CCC32C)C1=O,4.392,77.51,0.299227799,0.352963818,5,0,426.2406242,0.031508971
257,COC(=O)C1=C(C)C2(C)CC(C)(C)C3(C)C(=O)C4(C)CCC(C4)C3(C)C(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.183791801
258,COC(=O)C1=C2CC3(C)C(C)(C)C(C)(C)C(=O)C3(C)C3(C)CCC2(C)C(=O)C3(C)C1=O,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.088062942
259,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3(C)CCC4(C)C(=O)C(C)(C4(C)C)C32C)C1=O,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.175529286
260,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3(C)C2C2C(=O)CCC2CCC3(C)C)C1=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.088820867
261,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C)CCC1(C)CC2(C)C2(C)C(=O)CC12,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.277196139
262,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3C4(C)CCC4(C)C3(C)C(=O)C(C)=C2C)C1=O,4.392,77.51,0.961389961,0.352963818,5,0,426.2406242,0.01642881
263,COC(=O)C1=CC2(C)CC3C(C)(CCC4(C)C(C)(C)C(=O)CCC34C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.370086253
264,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C)C1C3CCCC(C)(CC3)C1(C)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.151609972
265,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC(=O)C3(C)CC4C(C)(C)CC4(C)C32C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.106341504
266,COC(=O)C1=C(C)C2(C)CC3CC4(C)C=C(C)C(=O)C4(C)CCC3(C)C(C)(C1=O)C2=O,4.392,77.51,0.314671815,0.352963818,5,0,426.2406242,0.150087401
267,COC(=O)C1=C(C)C2(C)CC(=O)C(C)(C)C3(C)C4C(C)(CCC43C)CC(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.025764281
268,COC(=O)C1=C(C)C2C(=O)C(C)(C1=O)C(=O)C1(C)C3C2CC(C)(CCC3(C)C)C1(C)C,4.3278,77.51,0.299227799,0.352925302,5,0,428.2562743,0.046456039
269,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3C(C)C4CCCC(C)(CC4)C3(C)C2=O)C1=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.005316901
